! 9Be range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.050000	1.59453   	0.050000	1.54512   	0.050000	1.31674   	0.050000	1.31674   	0.050000	1.31681   	0.050000	0.0160061 	0.050000	0.015894  	0.050000	0.107417  	0.050000	0.150633  	0.050000	0.0914874 	
0.055000	1.67419   	0.055000	1.62221   	0.055000	1.39308   	0.055000	1.39308   	0.055000	1.39316   	0.055000	0.0165253 	0.055000	0.0162464 	0.055000	0.115665  	0.055000	0.161915  	0.055000	0.0986378 	
0.060000	1.75009   	0.060000	1.69565   	0.060000	1.4663    	0.060000	1.4663    	0.060000	1.46638   	0.060000	0.0170069 	0.060000	0.0165723 	0.060000	0.122803  	0.060000	0.171651  	0.060000	0.104838  	
0.070000	1.89346   	0.070000	1.83439   	0.070000	1.60542   	0.070000	1.60542   	0.070000	1.6055    	0.070000	0.0178863 	0.070000	0.0171666 	0.070000	0.134768  	0.070000	0.187521  	0.070000	0.115256  	
0.080000	2.02897   	0.080000	1.96551   	0.080000	1.73727   	0.080000	1.73727   	0.080000	1.73735   	0.080000	0.0186877 	0.080000	0.0177092 	0.080000	0.144716  	0.080000	0.200544  	0.080000	0.123948  	
0.090000	2.15935   	0.090000	2.09168   	0.090000	1.86404   	0.090000	1.86404   	0.090000	1.86412   	0.090000	0.0194393 	0.090000	0.0182204 	0.090000	0.15312   	0.090000	0.211392  	0.090000	0.131317  	
0.100000	2.2864    	0.100000	2.21462   	0.100000	1.98725   	0.100000	1.98725   	0.100000	1.98733   	0.100000	0.0201597 	0.100000	0.018713  	0.100000	0.16069   	0.100000	0.221065  	0.100000	0.137974  	
0.120000	2.53495   	0.120000	2.45512   	0.120000	2.22707   	0.120000	2.22707   	0.120000	2.22715   	0.120000	0.0215545 	0.120000	0.019676  	0.120000	0.173842  	0.120000	0.237699  	0.120000	0.149592  	
0.140000	2.78036   	0.140000	2.69259   	0.140000	2.46245   	0.140000	2.46245   	0.140000	2.46253   	0.140000	0.0229358 	0.140000	0.0206419 	0.140000	0.185326  	0.140000	0.252066  	0.140000	0.159792  	
0.160000	3.02521   	0.160000	2.92952   	0.160000	2.69659   	0.160000	2.69659   	0.160000	2.69667   	0.160000	0.0243357 	0.160000	0.021633  	0.160000	0.195686  	0.160000	0.264924  	0.160000	0.16904   	
0.180000	3.26898   	0.180000	3.16541   	0.180000	2.93128   	0.180000	2.93128   	0.180000	2.93136   	0.180000	0.0257701 	0.180000	0.0226597 	0.180000	0.205378  	0.180000	0.276859  	0.180000	0.177726  	
0.200000	3.51236   	0.200000	3.40092   	0.200000	3.16754   	0.200000	3.16754   	0.200000	3.16761   	0.200000	0.0272455 	0.200000	0.0237265 	0.200000	0.214518  	0.200000	0.288046  	0.200000	0.185949  	
0.250000	4.12166   	0.250000	3.99051   	0.250000	3.76812   	0.250000	3.76812   	0.250000	3.7682    	0.250000	0.0311172 	0.250000	0.0265665 	0.250000	0.235923  	0.250000	0.313943  	0.250000	0.205309  	
0.300000	4.73436   	0.300000	4.58339   	0.300000	4.38485   	0.300000	4.38485   	0.300000	4.38493   	0.300000	0.0352208 	0.300000	0.0296223 	0.300000	0.255944  	0.300000	0.337802  	0.300000	0.223538  	
0.350000	5.34912   	0.350000	5.17827   	0.350000	5.01647   	0.350000	5.01647   	0.350000	5.01655   	0.350000	0.0394795 	0.350000	0.0328245 	0.350000	0.275009  	0.350000	0.360231  	0.350000	0.240984  	
0.400000	5.96757   	0.400000	5.77672   	0.400000	5.65902   	0.400000	5.65902   	0.400000	5.6591    	0.400000	0.0437921 	0.400000	0.0360855 	0.400000	0.293326  	0.400000	0.381516  	0.400000	0.257814  	
0.450000	6.58899   	0.450000	6.37803   	0.450000	6.31345   	0.450000	6.31345   	0.450000	6.31352   	0.450000	0.0481686 	0.450000	0.0394038 	0.450000	0.311097  	0.450000	0.40193   	0.450000	0.274201  	
0.500000	7.21722   	0.500000	6.98594   	0.500000	6.98056   	0.500000	6.98056   	0.500000	6.98064   	0.500000	0.0526201 	0.500000	0.0427813 	0.500000	0.328519  	0.500000	0.42176   	0.500000	0.290315  	
0.600000	8.50575   	0.600000	8.2328    	0.600000	8.35738   	0.600000	8.35738   	0.600000	8.35746   	0.600000	0.0618234 	0.600000	0.0497533 	0.600000	0.362593  	0.600000	0.460172  	0.600000	0.321968  	
0.700000	9.84792   	0.700000	9.53155   	0.700000	9.79291   	0.700000	9.79291   	0.700000	9.79298   	0.700000	0.0714484 	0.700000	0.0570108 	0.700000	0.396258  	0.700000	0.497724  	0.700000	0.353372  	
0.800000	11.2546   	0.800000	10.8927   	0.800000	11.2877   	0.800000	11.2877   	0.800000	11.2878   	0.800000	0.0814993 	0.800000	0.0645404 	0.800000	0.42981   	0.800000	0.53484   	0.800000	0.384771  	
0.900000	12.7312   	0.900000	12.3216   	0.900000	12.8424   	0.900000	12.8424   	0.900000	12.8424   	0.900000	0.0919845 	0.900000	0.0723376 	0.900000	0.463225  	0.900000	0.571631  	0.900000	0.416139  	
1.000000	14.2789   	1.000000	13.8192   	1.000000	14.4571   	1.000000	14.4571   	1.000000	14.4572   	1.000000	0.102913  	1.000000	0.0804013 	1.000000	0.49691   	1.000000	0.608487  	1.000000	0.447822  	
1.250000	18.4708   	1.250000	17.8755   	1.250000	18.7684   	1.250000	18.7684   	1.250000	18.7685   	1.250000	0.132416  	1.250000	0.102105  	1.250000	0.582474  	1.250000	0.701502  	1.250000	0.528557  	
1.500000	23.1304   	1.500000	22.3844   	1.500000	23.4786   	1.500000	23.4786   	1.500000	23.4787   	1.500000	0.165171  	1.500000	0.127156  	1.500000	0.671131  	1.500000	0.797015  	1.500000	0.612483  	
1.750000	28.2448   	1.750000	27.3334   	1.750000	28.5799   	1.750000	28.5799   	1.750000	28.5799   	1.750000	0.201057  	1.750000	0.154907  	1.750000	0.763222  	1.750000	0.895535  	1.750000	0.699884  	
2.000000	33.8153   	2.000000	32.7236   	2.000000	34.0694   	2.000000	34.0694   	2.000000	34.0694   	2.000000	0.240074  	2.000000	0.184907  	2.000000	0.8591    	2.000000	0.997482  	2.000000	0.791058  	
2.250000	39.8627   	2.250000	38.5755   	2.250000	39.9461   	2.250000	39.9461   	2.250000	39.9461   	2.250000	0.282257  	2.250000	0.216947  	2.250000	0.958857  	2.250000	1.10315   	2.250000	0.886063  	
2.500000	46.3637   	2.500000	44.8688   	2.500000	46.2093   	2.500000	46.2093   	2.500000	46.2094   	2.500000	0.327642  	2.500000	0.250914  	2.500000	1.04568   	2.500000	1.21273   	2.500000	0.969108  	
3.000000	60.146    	3.000000	58.7143   	3.000000	59.891    	3.000000	59.891    	3.000000	59.8911   	3.000000	0.428096  	3.000000	0.324376  	3.000000	1.2344    	3.000000	1.4313    	3.000000	1.14965   	
3.500000	75.5095   	3.500000	74.1661   	3.500000	75.1026   	3.500000	75.1026   	3.500000	75.1026   	3.500000	0.541498  	3.500000	0.40499   	3.500000	1.44286   	3.500000	1.65007   	3.500000	1.34922   	
4.000000	92.4294   	4.000000	91.1668   	4.000000	91.8285   	4.000000	91.8285   	4.000000	91.8285   	4.000000	0.6678    	4.000000	0.492555  	4.000000	1.67072   	4.000000	1.88731   	4.000000	1.56756   	
4.500000	110.882   	4.500000	109.676   	4.500000	110.049   	4.500000	110.049   	4.500000	110.049   	4.500000	0.806853  	4.500000	0.586821  	4.500000	1.91761   	4.500000	2.14242   	4.500000	1.80435   	
5.000000	130.846   	5.000000	129.663   	5.000000	129.744   	5.000000	129.744   	5.000000	129.744   	5.000000	0.958461  	5.000000	0.687564  	5.000000	2.18318   	5.000000	2.41486   	5.000000	2.0593    	
5.500000	152.3     	5.500000	151.099   	5.500000	150.892   	5.500000	150.892   	5.500000	150.892   	5.500000	1.12241   	5.500000	0.794595  	5.500000	2.46706   	5.500000	2.70409   	5.500000	2.33205   	
6.000000	175.224   	6.000000	173.96    	6.000000	173.471   	6.000000	173.471   	6.000000	173.47    	6.000000	1.2985    	6.000000	0.907738  	6.000000	2.76896   	6.000000	3.00973   	6.000000	2.62234   	
6.500000	199.602   	6.500000	198.225   	6.500000	197.46    	6.500000	197.46    	6.500000	197.46    	6.500000	1.48652   	6.500000	1.02683   	6.500000	3.08854   	6.500000	3.33133   	6.500000	2.92985   	
7.000000	225.417   	7.000000	223.872   	7.000000	222.842   	7.000000	222.842   	7.000000	222.842   	7.000000	1.68627   	7.000000	1.15171   	7.000000	3.42553   	7.000000	3.66856   	7.000000	3.25435   	
7.500000	252.651   	7.500000	250.884   	7.500000	249.597   	7.500000	249.597   	7.500000	249.597   	7.500000	1.89759   	7.500000	1.28226   	7.500000	3.77967   	7.500000	4.02107   	7.500000	3.59557   	
8.000000	281.292   	8.000000	279.241   	8.000000	277.708   	8.000000	277.708   	8.000000	277.708   	8.000000	2.1203    	8.000000	1.41835   	8.000000	4.15071   	8.000000	4.38858   	8.000000	3.95329   	
8.500000	311.323   	8.500000	308.929   	8.500000	307.16    	8.500000	307.16    	8.500000	307.16    	8.500000	2.35425   	8.500000	1.55988   	8.500000	4.53844   	8.500000	4.77079   	8.500000	4.3273    	
9.000000	342.733   	9.000000	339.93    	9.000000	337.937   	9.000000	337.937   	9.000000	337.936   	9.000000	2.59931   	9.000000	1.70676   	9.000000	4.94263   	9.000000	5.16747   	9.000000	4.7174    	
9.500000	375.508   	9.500000	372.231   	9.500000	370.024   	9.500000	370.024   	9.500000	370.024   	9.500000	2.85534   	9.500000	1.85886   	9.500000	5.36309   	9.500000	5.57837   	9.500000	5.1234    	
10.000000	409.636   	10.000000	405.813   	10.000000	403.408   	10.000000	403.408   	10.000000	403.408   	10.000000	3.12222   	10.000000	2.01607   	10.000000	5.79964   	10.000000	6.00328   	10.000000	5.54513   	
11.000000	481.907   	11.000000	476.491   	11.000000	474.079   	11.000000	474.066   	11.000000	474.077   	11.000000	3.68942   	11.000000	2.34632   	11.000000	6.72127   	11.000000	6.89519   	11.000000	6.43605   	
12.000000	559.457   	12.000000	552.206   	12.000000	549.93    	12.000000	549.881   	12.000000	549.925   	12.000000	4.30158   	12.000000	2.698     	12.000000	7.7075    	12.000000	7.84286   	12.000000	7.3902    	
13.000000	642.208   	13.000000	632.911   	13.000000	630.903   	13.000000	630.797   	13.000000	630.893   	13.000000	4.95826   	13.000000	3.07071   	13.000000	8.75768   	13.000000	8.84542   	13.000000	8.40696   	
14.000000	730.083   	14.000000	718.558   	14.000000	716.943   	14.000000	716.764   	14.000000	716.929   	14.000000	5.65912   	14.000000	3.46404   	14.000000	9.87127   	14.000000	9.90212   	14.000000	9.48584   	
15.000000	823.015   	15.000000	809.1     	15.000000	808.008   	15.000000	807.739   	15.000000	807.989   	15.000000	6.40389   	15.000000	3.87794   	15.000000	11.0478   	15.000000	11.0123   	15.000000	10.6264   	
16.000000	920.938   	16.000000	904.491   	16.000000	904.056   	16.000000	903.684   	16.000000	904.032   	16.000000	7.19237   	16.000000	4.31231   	16.000000	12.2869   	16.000000	12.1754   	16.000000	11.8284   	
17.000000	1023.79   	17.000000	1004.69   	17.000000	1005.05   	17.000000	1004.57   	17.000000	1005.02   	17.000000	8.02442   	17.000000	4.76682   	17.000000	13.5881   	17.000000	13.391    	17.000000	13.0914   	
18.000000	1131.51   	18.000000	1109.65   	18.000000	1110.96   	18.000000	1110.35   	18.000000	1110.93   	18.000000	8.89993   	18.000000	5.24128   	18.000000	14.9514   	18.000000	14.6587   	18.000000	14.4153   	
19.000000	1244.05   	19.000000	1219.32   	19.000000	1221.76   	19.000000	1221.02   	19.000000	1221.73   	19.000000	9.81879   	19.000000	5.73563   	19.000000	16.3763   	19.000000	15.978    	19.000000	15.7998   	
20.000000	1361.35   	20.000000	1333.68   	20.000000	1337.42   	20.000000	1336.55   	20.000000	1337.39   	20.000000	10.781    	20.000000	6.24983   	20.000000	17.8628   	20.000000	17.3486   	20.000000	17.2448   	
21.000000	1483.37   	21.000000	1452.68   	21.000000	1457.93   	21.000000	1456.91   	21.000000	1457.89   	21.000000	11.7864   	21.000000	6.78379   	21.000000	19.4106   	21.000000	18.7703   	21.000000	18.7503   	
22.000000	1610.05   	22.000000	1576.28   	22.000000	1583.25   	22.000000	1582.09   	22.000000	1583.21   	22.000000	12.8351   	22.000000	7.33746   	22.000000	21.0195   	22.000000	20.2428   	22.000000	20.3159   	
23.000000	1741.35   	23.000000	1704.45   	23.000000	1713.38   	23.000000	1712.07   	23.000000	1713.33   	23.000000	13.927    	23.000000	7.9108    	23.000000	22.6896   	23.000000	21.7658   	23.000000	21.9418   	
24.000000	1877.23   	24.000000	1837.15   	24.000000	1848.28   	24.000000	1846.84   	24.000000	1848.23   	24.000000	15.0621   	24.000000	8.50377   	24.000000	24.4206   	24.000000	23.3392   	24.000000	23.6278   	
25.000000	2017.64   	25.000000	1974.34   	25.000000	1987.95   	25.000000	1986.37   	25.000000	1987.9    	25.000000	16.2403   	25.000000	9.11633   	25.000000	26.2124   	25.000000	24.9628   	25.000000	25.3738   	
27.000000	2311.9    	27.000000	2262.07   	27.000000	2281.53   	27.000000	2279.67   	27.000000	2281.47   	27.000000	18.7263   	27.000000	10.4      	27.000000	29.9782   	27.000000	28.3596   	27.000000	29.0457   	
29.000000	2623.81   	29.000000	2567.39   	29.000000	2593.99   	29.000000	2591.89   	29.000000	2593.92   	29.000000	21.3847   	29.000000	11.7617   	29.000000	33.9864   	29.000000	31.9549   	29.000000	32.9573   	
31.000000	2953.1    	31.000000	2890.04   	31.000000	2925.03   	31.000000	2922.74   	31.000000	2924.96   	31.000000	24.211    	31.000000	13.1989   	31.000000	38.2334   	31.000000	35.7452   	31.000000	37.1054   	
33.000000	3299.48   	33.000000	3229.79   	33.000000	3273.44   	33.000000	3271.04   	33.000000	3273.38   	33.000000	27.1785   	33.000000	14.6969   	33.000000	42.701    	33.000000	39.7146   	33.000000	41.4728   	
35.000000	3662.71   	35.000000	3586.4    	35.000000	3638.82   	35.000000	3636.38   	35.000000	3638.77   	35.000000	30.2822   	35.000000	16.2537   	35.000000	47.3835   	35.000000	43.8577   	35.000000	46.0539   	
38.000000	4238.58   	38.000000	4152.48   	38.000000	4218.23   	38.000000	4215.83   	38.000000	4218.18   	38.000000	35.1915   	38.000000	18.6988   	38.000000	54.8029   	38.000000	50.3912   	38.000000	53.3202   	
41.000000	4851.01   	41.000000	4755.32   	41.000000	4834.53   	41.000000	4832.36   	41.000000	4834.51   	41.000000	40.4014   	41.000000	21.2729   	41.000000	62.6875   	41.000000	57.2982   	41.000000	61.0516   	
44.000000	5499.28   	44.000000	5394.25   	44.000000	5487.11   	44.000000	5485.28   	44.000000	5487.09   	44.000000	45.907    	44.000000	23.9754   	44.000000	71.0274   	44.000000	64.5696   	44.000000	69.2394   	
47.000000	6182.72   	47.000000	6068.64   	47.000000	6175.31   	47.000000	6173.94   	47.000000	6175.27   	47.000000	51.703    	47.000000	26.8018   	47.000000	79.8131   	47.000000	72.1969   	47.000000	77.8753   	
50.000000	6900.68   	50.000000	6777.88   	50.000000	6898.52   	50.000000	6897.72   	50.000000	6898.43   	50.000000	57.7841   	50.000000	29.7501   	50.000000	89.0357   	50.000000	80.1722   	50.000000	86.9516   	
55.000000	8172.39   	55.000000	8035.85   	55.000000	8180.02   	55.000000	8180.52   	55.000000	8179.89   	55.000000	68.5379   	55.000000	34.9287   	55.000000	105.355   	55.000000	94.2178   	55.000000	103.038   	
60.000000	9535.75   	60.000000	9386.49   	60.000000	9554.41   	60.000000	9556.74   	60.000000	9554.39   	60.000000	80.0433   	60.000000	40.4299   	60.000000	122.828   	60.000000	109.178   	60.000000	120.296   	
65.000000	10988.4   	65.000000	10827.4   	65.000000	11019.7   	65.000000	11024     	65.000000	11019.6   	65.000000	92.2757   	65.000000	46.2389   	65.000000	141.419   	65.000000	125.025   	65.000000	138.696   	
70.000000	12528.1   	70.000000	12356.4   	70.000000	12573.5   	70.000000	12580.2   	70.000000	12573.3   	70.000000	105.211   	70.000000	52.3493   	70.000000	161.098   	70.000000	141.731   	70.000000	158.212   	
75.000000	14152.7   	75.000000	13971.3   	75.000000	14213.6   	75.000000	14223.1   	75.000000	14213.4   	75.000000	118.828   	75.000000	58.7498   	75.000000	181.832   	75.000000	159.272   	75.000000	178.815   	
80.000000	15860.4   	80.000000	15670.1   	80.000000	15938.2   	80.000000	15950.8   	80.000000	15937.9   	80.000000	133.102   	80.000000	65.4347   	80.000000	203.593   	80.000000	177.624   	80.000000	200.483   	
85.000000	17649.4   	85.000000	17450.8   	85.000000	17745.2   	85.000000	17761.4   	85.000000	17745     	85.000000	148.015   	85.000000	72.3906   	85.000000	226.354   	85.000000	196.767   	85.000000	223.191   	
90.000000	19517.9   	90.000000	19311.7   	90.000000	19633.1   	90.000000	19653.1   	90.000000	19632.9   	90.000000	163.544   	90.000000	79.611    	90.000000	250.087   	90.000000	216.68    	90.000000	246.918   	
95.000000	21464.3   	95.000000	21250.9   	95.000000	21600.1   	95.000000	21624.3   	95.000000	21599.8   	95.000000	179.67    	95.000000	87.0888   	95.000000	274.767   	95.000000	237.342   	95.000000	271.641   	
100.000000	23487.1   	100.000000	23266.7   	100.000000	23644.5   	100.000000	23673.2   	100.000000	23644.1   	100.000000	196.375   	100.000000	94.8174   	100.000000	300.37    	100.000000	258.735   	100.000000	297.34    	
105.000000	25584.9   	105.000000	25357.6   	105.000000	25764.6   	105.000000	25798.3   	105.000000	25764.3   	105.000000	213.64    	105.000000	102.79    	105.000000	326.872   	105.000000	280.843   	105.000000	323.995   	
110.000000	27756.1   	110.000000	27522     	110.000000	27959     	110.000000	27998     	110.000000	27958.8   	110.000000	231.448   	110.000000	111.002   	110.000000	354.251   	110.000000	303.647   	110.000000	351.587   	
115.000000	29999.6   	115.000000	29758.4   	115.000000	30226.5   	115.000000	30270.9   	115.000000	30226.1   	115.000000	249.781   	115.000000	119.444   	115.000000	382.483   	115.000000	327.133   	115.000000	380.097   	
120.000000	32314     	120.000000	32065.2   	120.000000	32565.3   	120.000000	32615.6   	120.000000	32564.9   	120.000000	268.624   	120.000000	128.106   	120.000000	411.55    	120.000000	351.283   	120.000000	409.508   	
125.000000	34698.2   	125.000000	34441.2   	125.000000	34974.1   	125.000000	35030.7   	125.000000	34973.8   	125.000000	287.961   	125.000000	136.989   	125.000000	441.428   	125.000000	376.083   	125.000000	439.801   	
130.000000	37150.9   	130.000000	36884.9   	130.000000	37451.7   	130.000000	37514.9   	130.000000	37451.5   	130.000000	307.776   	130.000000	146.083   	130.000000	472.1     	130.000000	401.52    	130.000000	470.96    	
135.000000	39671.1   	135.000000	39395.1   	135.000000	39996.9   	135.000000	40066.8   	135.000000	39996.6   	135.000000	328.055   	135.000000	155.384   	135.000000	503.546   	135.000000	427.577   	135.000000	502.968   	
140.000000	42257.6   	140.000000	41970.5   	140.000000	42608.2   	140.000000	42685.3   	140.000000	42607.9   	140.000000	348.783   	140.000000	164.891   	140.000000	535.746   	140.000000	454.243   	140.000000	535.81    	
145.000000	44909.4   	145.000000	44609.8   	145.000000	45284.5   	145.000000	45369.2   	145.000000	45284.3   	145.000000	369.946   	145.000000	174.594   	145.000000	568.683   	145.000000	481.505   	145.000000	569.47    	
150.000000	47625.6   	150.000000	47311.9   	150.000000	48024.6   	150.000000	48117.2   	150.000000	48024.5   	150.000000	391.531   	150.000000	184.487   	150.000000	602.339   	150.000000	509.349   	150.000000	603.932   	
155.000000	50443.4   	155.000000	50075.5   	155.000000	50827.6   	155.000000	50928.2   	155.000000	50827.4   	155.000000	413.526   	155.000000	194.566   	155.000000	636.698   	155.000000	537.763   	155.000000	639.183   	
160.000000	53322.3   	160.000000	52899.7   	160.000000	53692.1   	160.000000	53801.2   	160.000000	53692     	160.000000	435.917   	160.000000	204.828   	160.000000	671.743   	160.000000	566.736   	160.000000	675.207   	
165.000000	56259.9   	165.000000	55783.2   	165.000000	56617.2   	165.000000	56734.9   	165.000000	56617     	165.000000	458.692   	165.000000	215.267   	165.000000	707.456   	165.000000	596.256   	165.000000	711.991   	
170.000000	59255.2   	170.000000	58725.1   	170.000000	59601.9   	170.000000	59728.4   	170.000000	59601.6   	170.000000	481.84    	170.000000	225.882   	170.000000	743.824   	170.000000	626.312   	170.000000	749.521   	
175.000000	62307.2   	175.000000	61724.3   	175.000000	62645     	175.000000	62780.7   	175.000000	62644.6   	175.000000	505.349   	175.000000	236.669   	175.000000	780.83    	175.000000	656.893   	175.000000	787.784   	
180.000000	65414.9   	180.000000	64779.7   	180.000000	65745.3   	180.000000	65890.7   	180.000000	65745     	180.000000	529.207   	180.000000	247.618   	180.000000	818.459   	180.000000	687.989   	180.000000	826.766   	
185.000000	68577.5   	185.000000	67890.5   	185.000000	68902.1   	185.000000	69057.5   	185.000000	68901.9   	185.000000	553.405   	185.000000	258.724   	185.000000	856.698   	185.000000	719.589   	185.000000	866.455   	
190.000000	71793.9   	190.000000	71055.7   	190.000000	72114.5   	190.000000	72280.1   	190.000000	72114.4   	190.000000	577.931   	190.000000	269.989   	190.000000	895.531   	190.000000	751.683   	190.000000	906.838   	
195.000000	75063.3   	195.000000	74274.2   	195.000000	75381.6   	195.000000	75557.6   	195.000000	75381.4   	195.000000	602.776   	195.000000	281.412   	195.000000	934.946   	195.000000	784.262   	195.000000	947.904   	
200.000000	78384.8   	200.000000	77545.4   	200.000000	78702.3   	200.000000	78889     	200.000000	78702.2   	200.000000	627.929   	200.000000	292.983   	200.000000	974.928   	200.000000	817.316   	200.000000	989.639   	
210.000000	85181     	210.000000	84241.7   	210.000000	85501.3   	210.000000	85710.3   	210.000000	85501.3   	210.000000	679.124   	210.000000	316.562   	210.000000	1056.54   	210.000000	884.811   	210.000000	1075.07   	
220.000000	92175.9   	220.000000	91137.9   	220.000000	92505     	220.000000	92737.1   	220.000000	92504.8   	220.000000	731.441   	220.000000	340.717   	220.000000	1140.28   	220.000000	954.098   	220.000000	1163.05   	
230.000000	99363.4   	230.000000	98227.5   	230.000000	99706.5   	230.000000	99962.8   	230.000000	99706.3   	230.000000	784.812   	230.000000	365.403   	230.000000	1226.03   	230.000000	1025.11   	230.000000	1253.49   	
240.000000	106738    	240.000000	105504    	240.000000	107100    	240.000000	107381    	240.000000	107099    	240.000000	839.171   	240.000000	390.603   	240.000000	1313.72   	240.000000	1097.78   	240.000000	1346.3    	
250.000000	114293    	250.000000	112963    	250.000000	114679    	250.000000	114986    	250.000000	114678    	250.000000	894.455   	250.000000	416.297   	250.000000	1403.25   	250.000000	1172.05   	250.000000	1441.41   	
260.000000	122025    	260.000000	120597    	260.000000	122437    	260.000000	122772    	260.000000	122437    	260.000000	950.607   	260.000000	442.466   	260.000000	1494.54   	260.000000	1247.85   	260.000000	1538.73   	
270.000000	129927    	270.000000	128401    	270.000000	130370    	270.000000	130734    	270.000000	130370    	270.000000	1007.57   	270.000000	469.094   	270.000000	1587.52   	270.000000	1325.14   	270.000000	1638.2    	
280.000000	137996    	280.000000	136370    	280.000000	138472    	280.000000	138865    	280.000000	138472    	280.000000	1065.3    	280.000000	496.163   	280.000000	1682.09   	280.000000	1403.86   	280.000000	1739.74   	
290.000000	146226    	290.000000	144500    	290.000000	146738    	290.000000	147162    	290.000000	146739    	290.000000	1123.73   	290.000000	523.661   	290.000000	1778.21   	290.000000	1483.95   	290.000000	1843.28   	
300.000000	154612    	300.000000	152785    	300.000000	155164    	300.000000	155618    	300.000000	155164    	300.000000	1182.83   	300.000000	551.566   	300.000000	1875.78   	300.000000	1565.36   	300.000000	1948.76   	
