! 10Be range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
2.000000	37.5734   	2.000000	36.3605   	2.000000	37.8558   	2.000000	37.8558   	2.000000	37.8558   	2.000000	0.253063  	2.000000	0.194911  	2.000000	0.927352  	2.000000	1.06368   	2.000000	0.855694  	
2.250000	44.293    	2.250000	42.8627   	2.250000	44.3856   	2.250000	44.3856   	2.250000	44.3857   	2.250000	0.297529  	2.250000	0.228684  	2.250000	1.01586   	2.250000	1.17594   	2.250000	0.940387  	
2.500000	51.5164   	2.500000	49.8555   	2.500000	51.3449   	2.500000	51.3449   	2.500000	51.345    	2.500000	0.345369  	2.500000	0.26449   	2.500000	1.10789   	2.500000	1.29229   	2.500000	1.02847   	
3.000000	66.8305   	3.000000	65.2397   	3.000000	66.5472   	3.000000	66.5472   	3.000000	66.5472   	3.000000	0.451258  	3.000000	0.341927  	3.000000	1.30791   	3.000000	1.50844   	3.000000	1.21996   	
3.500000	83.9015   	3.500000	82.4088   	3.500000	83.4493   	3.500000	83.4493   	3.500000	83.4494   	3.500000	0.570796  	3.500000	0.426902  	3.500000	1.52883   	3.500000	1.73909   	3.500000	1.43161   	
4.000000	102.702   	4.000000	101.299   	4.000000	102.034   	4.000000	102.034   	4.000000	102.034   	4.000000	0.703931  	4.000000	0.519204  	4.000000	1.7703    	4.000000	1.9892    	4.000000	1.66313   	
4.500000	123.205   	4.500000	121.865   	4.500000	122.28    	4.500000	122.28    	4.500000	122.28    	4.500000	0.850508  	4.500000	0.618571  	4.500000	2.03193   	4.500000	2.25813   	4.500000	1.91421   	
5.000000	145.388   	5.000000	144.073   	5.000000	144.164   	5.000000	144.164   	5.000000	144.164   	5.000000	1.01032   	5.000000	0.724765  	5.000000	2.31336   	5.000000	2.54532   	5.000000	2.18452   	
5.500000	169.226   	5.500000	167.891   	5.500000	167.662   	5.500000	167.662   	5.500000	167.662   	5.500000	1.18314   	5.500000	0.837587  	5.500000	2.61418   	5.500000	2.85022   	5.500000	2.47369   	
6.000000	194.699   	6.000000	193.294   	6.000000	192.75    	6.000000	192.75    	6.000000	192.75    	6.000000	1.36876   	6.000000	0.956851  	6.000000	2.9341    	6.000000	3.1724    	6.000000	2.78145   	
6.500000	221.786   	6.500000	220.255   	6.500000	219.406   	6.500000	219.406   	6.500000	219.406   	6.500000	1.56695   	6.500000	1.08238   	6.500000	3.27274   	6.500000	3.51141   	6.500000	3.10745   	
7.000000	250.469   	7.000000	248.753   	7.000000	247.608   	7.000000	247.608   	7.000000	247.608   	7.000000	1.77751   	7.000000	1.21403   	7.000000	3.62985   	7.000000	3.86689   	7.000000	3.45145   	
7.500000	280.731   	7.500000	278.766   	7.500000	277.337   	7.500000	277.337   	7.500000	277.337   	7.500000	2.00026   	7.500000	1.35164   	7.500000	4.00512   	7.500000	4.23847   	7.500000	3.81316   	
8.000000	312.554   	8.000000	310.276   	8.000000	308.572   	8.000000	308.572   	8.000000	308.572   	8.000000	2.23502   	8.000000	1.49509   	8.000000	4.39831   	8.000000	4.62586   	8.000000	4.19235   	
8.500000	345.923   	8.500000	343.262   	8.500000	341.297   	8.500000	341.297   	8.500000	341.297   	8.500000	2.48163   	8.500000	1.64428   	8.500000	4.80916   	8.500000	5.02876   	8.500000	4.58879   	
9.000000	380.824   	9.000000	377.709   	9.000000	375.494   	9.000000	375.494   	9.000000	375.494   	9.000000	2.73995   	9.000000	1.7991    	9.000000	5.23747   	9.000000	5.4469    	9.000000	5.00228   	
9.500000	417.241   	9.500000	413.6     	9.500000	411.148   	9.500000	411.148   	9.500000	411.147   	9.500000	3.00983   	9.500000	1.95943   	9.500000	5.68302   	9.500000	5.88003   	9.500000	5.43261   	
10.000000	455.162   	10.000000	450.914   	10.000000	448.242   	10.000000	448.242   	10.000000	448.242   	10.000000	3.29115   	10.000000	2.12515   	10.000000	6.14562   	10.000000	6.32793   	10.000000	5.8796    	
11.000000	535.465   	11.000000	529.447   	11.000000	526.767   	11.000000	526.753   	11.000000	526.765   	11.000000	3.88904   	11.000000	2.47327   	11.000000	7.12224   	11.000000	7.26809   	11.000000	6.82385   	
12.000000	621.634   	12.000000	613.577   	12.000000	611.049   	12.000000	610.994   	12.000000	611.042   	12.000000	4.53432   	12.000000	2.84397   	12.000000	8.16732   	12.000000	8.26703   	12.000000	7.83507   	
13.000000	713.581   	13.000000	703.252   	13.000000	701.02    	13.000000	700.902   	13.000000	701.009   	13.000000	5.22653   	13.000000	3.23685   	13.000000	9.28016   	13.000000	9.32382   	13.000000	8.9126    	
14.000000	811.223   	14.000000	798.417   	14.000000	796.623   	14.000000	796.424   	14.000000	796.607   	14.000000	5.96531   	14.000000	3.65146   	14.000000	10.4602   	14.000000	10.4377   	14.000000	10.0559   	
15.000000	914.484   	15.000000	899.022   	15.000000	897.808   	15.000000	897.509   	15.000000	897.787   	15.000000	6.75037   	15.000000	4.08776   	15.000000	11.7069   	15.000000	11.6079   	15.000000	11.2646   	
16.000000	1023.29   	16.000000	1005.01   	16.000000	1004.53   	16.000000	1004.12   	16.000000	1004.5    	16.000000	7.58152   	16.000000	4.54563   	16.000000	13.0199   	16.000000	12.834    	16.000000	12.5383   	
17.000000	1137.57   	17.000000	1116.35   	17.000000	1116.75   	17.000000	1116.21   	17.000000	1116.72   	17.000000	8.45859   	17.000000	5.02473   	17.000000	14.3988   	17.000000	14.1153   	17.000000	13.8766   	
18.000000	1257.27   	18.000000	1232.97   	18.000000	1234.43   	18.000000	1233.76   	18.000000	1234.4    	18.000000	9.38146   	18.000000	5.52486   	18.000000	15.8434   	18.000000	15.4515   	18.000000	15.2794   	
19.000000	1382.31   	19.000000	1354.84   	19.000000	1357.54   	19.000000	1356.73   	19.000000	1357.51   	19.000000	10.35     	19.000000	6.04596   	19.000000	17.3534   	19.000000	16.8422   	19.000000	16.7464   	
20.000000	1512.65   	20.000000	1481.9    	20.000000	1486.06   	20.000000	1485.09   	20.000000	1486.02   	20.000000	11.3643   	20.000000	6.58798   	20.000000	18.9285   	20.000000	18.287    	20.000000	18.2775   	
21.000000	1648.23   	21.000000	1614.13   	21.000000	1619.96   	21.000000	1618.83   	21.000000	1619.92   	21.000000	12.4241   	21.000000	7.15083   	21.000000	20.5686   	21.000000	19.7856   	21.000000	19.8726   	
22.000000	1788.99   	22.000000	1751.47   	22.000000	1759.21   	22.000000	1757.93   	22.000000	1759.17   	22.000000	13.5295   	22.000000	7.73446   	22.000000	22.2736   	22.000000	21.3378   	22.000000	21.5314   	
23.000000	1934.88   	23.000000	1893.88   	23.000000	1903.8    	23.000000	1902.35   	23.000000	1903.75   	23.000000	14.6805   	23.000000	8.33882   	23.000000	24.0433   	23.000000	22.9432   	23.000000	23.254    	
24.000000	2085.86   	24.000000	2041.32   	24.000000	2053.7    	24.000000	2052.09   	24.000000	2053.64   	24.000000	15.877    	24.000000	8.96387   	24.000000	25.8776   	24.000000	24.6017   	24.000000	25.0402   	
25.000000	2241.88   	25.000000	2193.76   	25.000000	2208.89   	25.000000	2207.13   	25.000000	2208.83   	25.000000	17.119    	25.000000	9.60957   	25.000000	27.7763   	25.000000	26.3131   	25.000000	26.89     	
27.000000	2568.84   	27.000000	2513.48   	27.000000	2535.1    	27.000000	2533.03   	27.000000	2535.03   	27.000000	19.7395   	27.000000	10.9627   	27.000000	31.7669   	27.000000	29.8937   	27.000000	30.7801   	
29.000000	2915.42   	29.000000	2852.72   	29.000000	2882.28   	29.000000	2879.95   	29.000000	2882.2    	29.000000	22.5418   	29.000000	12.3981   	29.000000	36.0141   	29.000000	33.6835   	29.000000	34.924    	
31.000000	3281.3    	31.000000	3211.23   	31.000000	3250.12   	31.000000	3247.57   	31.000000	3250.04   	31.000000	25.521    	31.000000	13.913    	31.000000	40.5145   	31.000000	37.6788   	31.000000	39.3184   	
33.000000	3666.18   	33.000000	3588.74   	33.000000	3637.24   	33.000000	3634.58   	33.000000	3637.18   	33.000000	28.6489   	33.000000	15.492    	33.000000	45.2488   	33.000000	41.863    	33.000000	43.9448   	
35.000000	4069.77   	35.000000	3984.99   	35.000000	4043.23   	35.000000	4040.52   	35.000000	4043.18   	35.000000	31.9207   	35.000000	17.1331   	35.000000	50.2106   	35.000000	46.2302   	35.000000	48.7976   	
38.000000	4709.64   	38.000000	4613.98   	38.000000	4687.03   	38.000000	4684.37   	38.000000	4686.97   	38.000000	37.0956   	38.000000	19.7105   	38.000000	58.0727   	38.000000	53.1171   	38.000000	56.4946   	
41.000000	5390.14   	41.000000	5283.81   	41.000000	5371.83   	41.000000	5369.42   	41.000000	5371.81   	41.000000	42.5873   	41.000000	22.4239   	41.000000	66.4278   	41.000000	60.3978   	41.000000	64.684    	
44.000000	6110.46   	44.000000	5993.75   	44.000000	6096.94   	44.000000	6094.9    	44.000000	6096.91   	44.000000	48.3908   	44.000000	25.2726   	44.000000	75.2652   	44.000000	68.0626   	44.000000	73.3565   	
47.000000	6869.86   	47.000000	6743.09   	47.000000	6861.62   	47.000000	6860.09   	47.000000	6861.57   	47.000000	54.5004   	47.000000	28.2519   	47.000000	84.5751   	47.000000	76.1025   	47.000000	82.5035   	
50.000000	7667.61   	50.000000	7531.16   	50.000000	7665.21   	50.000000	7664.32   	50.000000	7665.11   	50.000000	60.9105   	50.000000	31.3598   	50.000000	94.348    	50.000000	84.5092   	50.000000	92.1168   	
55.000000	9080.65   	55.000000	8928.94   	55.000000	9089.13   	55.000000	9089.68   	55.000000	9088.98   	55.000000	72.2462   	55.000000	36.8186   	55.000000	111.641   	55.000000	99.3146   	55.000000	109.154   	
60.000000	10595.5   	60.000000	10429.7   	60.000000	10616.3   	60.000000	10618.9   	60.000000	10616.2   	60.000000	84.3741   	60.000000	42.6173   	60.000000	130.156   	60.000000	115.084   	60.000000	127.432   	
65.000000	12209.6   	65.000000	12030.8   	65.000000	12244.4   	65.000000	12249.2   	65.000000	12244.3   	65.000000	97.2683   	65.000000	48.7406   	65.000000	149.857   	65.000000	131.788   	65.000000	146.919   	
70.000000	13920.4   	70.000000	13729.7   	70.000000	13970.9   	70.000000	13978.3   	70.000000	13970.7   	70.000000	110.904   	70.000000	55.1817   	70.000000	170.71    	70.000000	149.398   	70.000000	167.586   	
75.000000	15725.6   	75.000000	15524     	75.000000	15793.3   	75.000000	15803.8   	75.000000	15793     	75.000000	125.257   	75.000000	61.9285   	75.000000	192.681   	75.000000	167.888   	75.000000	189.405   	
80.000000	17623.1   	80.000000	17411.6   	80.000000	17709.5   	80.000000	17723.5   	80.000000	17709.2   	80.000000	140.304   	80.000000	68.975    	80.000000	215.741   	80.000000	187.233   	80.000000	212.351   	
85.000000	19610.9   	85.000000	19390.2   	85.000000	19717.3   	85.000000	19735.4   	85.000000	19717.1   	85.000000	156.023   	85.000000	76.3073   	85.000000	239.859   	85.000000	207.412   	85.000000	236.398   	
90.000000	21687.1   	90.000000	21457.9   	90.000000	21815.1   	90.000000	21837.4   	90.000000	21814.8   	90.000000	172.392   	90.000000	83.9184   	90.000000	265.009   	90.000000	228.401   	90.000000	261.522   	
95.000000	23849.8   	95.000000	23612.6   	95.000000	24000.7   	95.000000	24027.6   	95.000000	24000.3   	95.000000	189.391   	95.000000	91.8008   	95.000000	291.161   	95.000000	250.181   	95.000000	287.702   	
100.000000	26097.4   	100.000000	25852.5   	100.000000	26272.3   	100.000000	26304.2   	100.000000	26271.9   	100.000000	207       	100.000000	99.9475   	100.000000	318.292   	100.000000	272.732   	100.000000	314.914   	
105.000000	28428.3   	105.000000	28175.8   	105.000000	28628     	105.000000	28665.4   	105.000000	28627.7   	105.000000	225.199   	105.000000	108.352   	105.000000	346.375   	105.000000	296.036   	105.000000	343.139   	
110.000000	30840.9   	110.000000	30580.7   	110.000000	31066.3   	110.000000	31109.6   	110.000000	31066.1   	110.000000	243.97    	110.000000	117.007   	110.000000	375.387   	110.000000	320.074   	110.000000	372.354   	
115.000000	33333.7   	115.000000	33065.6   	115.000000	33585.8   	115.000000	33635.1   	115.000000	33585.4   	115.000000	263.296   	115.000000	125.906   	115.000000	405.304   	115.000000	344.83    	115.000000	402.542   	
120.000000	35905.4   	120.000000	35628.9   	120.000000	36184.5   	120.000000	36240.4   	120.000000	36184.1   	120.000000	283.158   	120.000000	135.037   	120.000000	436.105   	120.000000	370.287   	120.000000	433.682   	
125.000000	38554.5   	125.000000	38268.9   	125.000000	38861     	125.000000	38923.9   	125.000000	38860.7   	125.000000	303.541   	125.000000	144.4     	125.000000	467.766   	125.000000	396.429   	125.000000	465.757   	
130.000000	41279.8   	130.000000	40984.2   	130.000000	41614     	130.000000	41684.2   	130.000000	41613.7   	130.000000	324.428   	130.000000	153.986   	130.000000	500.268   	130.000000	423.241   	130.000000	498.748   	
135.000000	44080     	135.000000	43773.4   	135.000000	44442.1   	135.000000	44519.8   	135.000000	44441.7   	135.000000	345.804   	135.000000	163.791   	135.000000	533.59    	135.000000	450.708   	135.000000	532.638   	
140.000000	46954     	140.000000	46635     	140.000000	47343.6   	140.000000	47429.3   	140.000000	47343.3   	140.000000	367.654   	140.000000	173.813   	140.000000	567.711   	140.000000	478.817   	140.000000	567.41    	
145.000000	49900.6   	145.000000	49567.6   	145.000000	50317.3   	145.000000	50411.4   	145.000000	50317.1   	145.000000	389.962   	145.000000	184.041   	145.000000	602.614   	145.000000	507.553   	145.000000	603.048   	
150.000000	52918.6   	150.000000	52570     	150.000000	53362     	150.000000	53464.8   	150.000000	53361.8   	150.000000	412.715   	150.000000	194.468   	150.000000	638.278   	150.000000	536.903   	150.000000	639.535   	
155.000000	56049.6   	155.000000	55640.8   	155.000000	56476.5   	155.000000	56588.3   	155.000000	56476.3   	155.000000	435.9     	155.000000	205.093   	155.000000	674.687   	155.000000	566.855   	155.000000	676.856   	
160.000000	59248.4   	160.000000	58778.9   	160.000000	59659.4   	160.000000	59780.5   	160.000000	59659.2   	160.000000	459.502   	160.000000	215.91    	160.000000	711.822   	160.000000	597.395   	160.000000	714.996   	
165.000000	62512.5   	165.000000	61982.9   	165.000000	62909.5   	165.000000	63040.3   	165.000000	62909.3   	165.000000	483.51    	165.000000	226.914   	165.000000	749.667   	165.000000	628.513   	165.000000	753.94    	
170.000000	65840.7   	170.000000	65251.7   	170.000000	66225.9   	170.000000	66366.5   	170.000000	66225.6   	170.000000	507.91    	170.000000	238.103   	170.000000	788.205   	170.000000	660.195   	170.000000	793.673   	
175.000000	69231.9   	175.000000	68584.2   	175.000000	69607.2   	175.000000	69758     	175.000000	69606.8   	175.000000	532.691   	175.000000	249.474   	175.000000	827.418   	175.000000	692.43    	175.000000	834.181   	
180.000000	72685     	180.000000	71979.2   	180.000000	73052.2   	180.000000	73213.7   	180.000000	73051.8   	180.000000	557.84    	180.000000	261.016   	180.000000	867.293   	180.000000	725.208   	180.000000	875.451   	
185.000000	76199     	185.000000	75435.7   	185.000000	76559.7   	185.000000	76732.4   	185.000000	76559.6   	185.000000	583.347   	185.000000	272.723   	185.000000	907.813   	185.000000	758.517   	185.000000	917.469   	
190.000000	79772.9   	190.000000	78952.6   	190.000000	80129.1   	190.000000	80313.1   	190.000000	80129     	190.000000	609.2     	190.000000	284.597   	190.000000	948.963   	190.000000	792.348   	190.000000	960.221   	
195.000000	83405.6   	195.000000	82528.9   	195.000000	83759.4   	195.000000	83954.9   	195.000000	83759.2   	195.000000	635.389   	195.000000	296.638   	195.000000	990.73    	195.000000	826.689   	195.000000	1003.7    	
200.000000	87096.3   	200.000000	86163.6   	200.000000	87449.1   	200.000000	87656.6   	200.000000	87449     	200.000000	661.904   	200.000000	308.835   	200.000000	1033.1    	200.000000	861.531   	200.000000	1047.88   	
210.000000	94647.8   	210.000000	93604.2   	210.000000	95003.8   	210.000000	95236     	210.000000	95003.7   	210.000000	715.868   	210.000000	333.69    	210.000000	1119.58   	210.000000	932.678   	210.000000	1138.33   	
220.000000	102420    	220.000000	101267    	220.000000	102786    	220.000000	103044    	220.000000	102786    	220.000000	771.016   	220.000000	359.152   	220.000000	1208.31   	220.000000	1005.71   	220.000000	1231.46   	
230.000000	110406    	230.000000	109144    	230.000000	110788    	230.000000	111073    	230.000000	110787    	230.000000	827.274   	230.000000	385.174   	230.000000	1299.19   	230.000000	1080.57   	230.000000	1327.2    	
240.000000	118600    	240.000000	117230    	240.000000	119003    	240.000000	119315    	240.000000	119002    	240.000000	884.574   	240.000000	411.737   	240.000000	1392.1    	240.000000	1157.17   	240.000000	1425.45   	
250.000000	126996    	250.000000	125517    	250.000000	127424    	250.000000	127766    	250.000000	127423    	250.000000	942.85    	250.000000	438.82    	250.000000	1486.98   	250.000000	1235.46   	250.000000	1526.13   	
260.000000	135587    	260.000000	133999    	260.000000	136044    	260.000000	136417    	260.000000	136044    	260.000000	1002.04   	260.000000	466.406   	260.000000	1583.72   	260.000000	1315.36   	260.000000	1629.15   	
270.000000	144367    	270.000000	142671    	270.000000	144859    	270.000000	145263    	270.000000	144859    	270.000000	1062.09   	270.000000	494.474   	270.000000	1682.24   	270.000000	1396.83   	270.000000	1734.45   	
280.000000	153332    	280.000000	151526    	280.000000	153862    	280.000000	154299    	280.000000	153862    	280.000000	1122.93   	280.000000	523.008   	280.000000	1782.46   	280.000000	1479.8    	280.000000	1841.93   	
290.000000	162477    	290.000000	160560    	290.000000	163046    	290.000000	163517    	290.000000	163047    	290.000000	1184.53   	290.000000	551.994   	290.000000	1884.3    	290.000000	1564.23   	290.000000	1951.54   	
300.000000	171796    	300.000000	169766    	300.000000	172409    	300.000000	172914    	300.000000	172409    	300.000000	1246.82   	300.000000	581.409   	300.000000	1987.7    	300.000000	1650.05   	300.000000	2063.19   	
310.000000	181284    	310.000000	179140    	310.000000	181942    	310.000000	182483    	310.000000	181943    	310.000000	1309.77   	310.000000	611.217   	310.000000	2092.58   	310.000000	1737.21   	310.000000	2176.83   	
