! 10B range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.040000	1.12105   	0.040000	1.08383   	0.040000	1.03937   	0.040000	1.03937   	0.040000	1.03941   	0.040000	0.0140877 	0.040000	0.0140877 	0.040000	0.0744982 	0.040000	0.105676  	0.040000	0.0631757 	
0.045000	1.19591   	0.045000	1.15608   	0.045000	1.11543   	0.045000	1.11543   	0.045000	1.11547   	0.045000	0.0146885 	0.045000	0.0146885 	0.045000	0.0830109 	0.045000	0.117477  	0.045000	0.0705186 	
0.050000	1.26627   	0.050000	1.22399   	0.050000	1.18703   	0.050000	1.18703   	0.050000	1.18707   	0.050000	0.0152258 	0.050000	0.0150732 	0.050000	0.0913201 	0.050000	0.128968  	0.050000	0.0776985 	
0.055000	1.33308   	0.055000	1.28849   	0.055000	1.25499   	0.055000	1.25499   	0.055000	1.25503   	0.055000	0.0157132 	0.055000	0.0153382 	0.055000	0.0994677 	0.055000	0.140207  	0.055000	0.0847505 	
0.060000	1.39708   	0.060000	1.35026   	0.060000	1.31996   	0.060000	1.31996   	0.060000	1.31999   	0.060000	0.0161612 	0.060000	0.0155824 	0.060000	0.10664   	0.060000	0.150077  	0.060000	0.0909689 	
0.070000	1.51875   	0.070000	1.46769   	0.070000	1.44282   	0.070000	1.44282   	0.070000	1.44286   	0.070000	0.0169688 	0.070000	0.016026  	0.070000	0.118301  	0.070000	0.166062  	0.070000	0.101103  	
0.080000	1.63448   	0.080000	1.5794    	0.080000	1.55863   	0.080000	1.55863   	0.080000	1.55867   	0.080000	0.017694  	0.080000	0.016429  	0.080000	0.127709  	0.080000	0.178766  	0.080000	0.109306  	
0.090000	1.74634   	0.090000	1.68737   	0.090000	1.66941   	0.090000	1.66941   	0.090000	1.66945   	0.090000	0.0183654 	0.090000	0.0168068 	0.090000	0.135812  	0.090000	0.189484  	0.090000	0.116393  	
0.100000	1.85568   	0.100000	1.79291   	0.100000	1.7766    	0.100000	1.7766    	0.100000	1.77663   	0.100000	0.0190016 	0.100000	0.0171697 	0.100000	0.142766  	0.100000	0.198614  	0.100000	0.122497  	
0.120000	2.07012   	0.120000	1.99988   	0.120000	1.98396   	0.120000	1.98396   	0.120000	1.984     	0.120000	0.0202156 	0.120000	0.0178754 	0.120000	0.154853  	0.120000	0.214276  	0.120000	0.133148  	
0.140000	2.28138   	0.140000	2.20379   	0.140000	2.18602   	0.140000	2.18602   	0.140000	2.18606   	0.140000	0.021398  	0.140000	0.0185797 	0.140000	0.165242  	0.140000	0.227554  	0.140000	0.142353  	
0.160000	2.49098   	0.160000	2.40611   	0.160000	2.38575   	0.160000	2.38575   	0.160000	2.38578   	0.160000	0.0225802 	0.160000	0.0192998 	0.160000	0.174576  	0.160000	0.239355  	0.160000	0.150662  	
0.180000	2.70021   	0.180000	2.60805   	0.180000	2.5848    	0.180000	2.5848    	0.180000	2.58484   	0.180000	0.0237775 	0.180000	0.0200441 	0.180000	0.18315   	0.180000	0.250103  	0.180000	0.158326  	
0.200000	2.90971   	0.200000	2.81027   	0.200000	2.78415   	0.200000	2.78415   	0.200000	2.78419   	0.200000	0.0249969 	0.200000	0.020816  	0.200000	0.191233  	0.200000	0.260156  	0.200000	0.165579  	
0.250000	3.43522   	0.250000	3.3175    	0.250000	3.28687   	0.250000	3.28687   	0.250000	3.28691   	0.250000	0.028152  	0.250000	0.022868  	0.250000	0.209734  	0.250000	0.282902  	0.250000	0.182274  	
0.300000	3.96318   	0.300000	3.82709   	0.300000	3.79803   	0.300000	3.79803   	0.300000	3.79807   	0.300000	0.031443  	0.300000	0.025074  	0.300000	0.226764  	0.300000	0.30351   	0.300000	0.197744  	
0.350000	4.49256   	0.350000	4.33805   	0.350000	4.31833   	0.350000	4.31833   	0.350000	4.31836   	0.350000	0.034839  	0.350000	0.0274011 	0.350000	0.242832  	0.350000	0.322697  	0.350000	0.212418  	
0.400000	5.02345   	0.400000	4.85048   	0.400000	4.84485   	0.400000	4.84485   	0.400000	4.84489   	0.400000	0.03826   	0.400000	0.0297827 	0.400000	0.258086  	0.400000	0.340681  	0.400000	0.22641   	
0.450000	5.55274   	0.450000	5.36136   	0.450000	5.37661   	0.450000	5.37661   	0.450000	5.37664   	0.450000	0.0416785 	0.450000	0.0321892 	0.450000	0.272729  	0.450000	0.35778   	0.450000	0.239891  	
0.500000	6.08305   	0.500000	5.87322   	0.500000	5.91472   	0.500000	5.91472   	0.500000	5.91475   	0.500000	0.0451124 	0.500000	0.0346252 	0.500000	0.286912  	0.500000	0.374198  	0.500000	0.252992  	
0.600000	7.14692   	0.600000	6.90008   	0.600000	7.01331   	0.600000	7.01331   	0.600000	7.01335   	0.600000	0.052078  	0.600000	0.0396009 	0.600000	0.314406  	0.600000	0.405677  	0.600000	0.278493  	
0.700000	8.22722   	0.700000	7.94281   	0.700000	8.14756   	0.700000	8.14756   	0.700000	8.14759   	0.700000	0.0592693 	0.700000	0.0447592 	0.700000	0.341107  	0.700000	0.435901  	0.700000	0.303379  	
0.800000	9.34563   	0.800000	9.02232   	0.800000	9.32007   	0.800000	9.32007   	0.800000	9.3201    	0.800000	0.0667213 	0.800000	0.0501067 	0.800000	0.36737   	0.800000	0.465387  	0.800000	0.327949  	
0.900000	10.5085   	0.900000	10.1447   	0.900000	10.532    	0.900000	10.532    	0.900000	10.532    	0.900000	0.0744472 	0.900000	0.0556404 	0.900000	0.393499  	0.900000	0.494508  	0.900000	0.352456  	
1.000000	11.7176   	1.000000	11.3118   	1.000000	11.7841   	1.000000	11.7841   	1.000000	11.7842   	1.000000	0.0824585 	1.000000	0.0613597 	1.000000	0.419429  	1.000000	0.523277  	1.000000	0.376848  	
1.250000	14.9515   	1.250000	14.4332   	1.250000	15.0966   	1.250000	15.0966   	1.250000	15.0966   	1.250000	0.103839  	1.250000	0.0766719 	1.250000	0.484674  	1.250000	0.59509   	1.250000	0.438408  	
1.500000	18.4913   	1.500000	17.8498   	1.500000	18.6855   	1.500000	18.6855   	1.500000	18.6855   	1.500000	0.12743   	1.500000	0.0943543 	1.500000	0.551286  	1.500000	0.667784  	1.500000	0.501492  	
1.750000	22.3569   	1.750000	21.581    	1.750000	22.5481   	1.750000	22.5481   	1.750000	22.5481   	1.750000	0.153161  	1.750000	0.11395   	1.750000	0.61985   	1.750000	0.742049  	1.750000	0.566596  	
2.000000	26.5426   	2.000000	25.6211   	2.000000	26.6811   	2.000000	26.6811   	2.000000	26.6811   	2.000000	0.180982  	2.000000	0.135092  	2.000000	0.690637  	2.000000	0.818217  	2.000000	0.633944  	
2.250000	31.0382   	2.250000	29.9602   	2.250000	31.0829   	2.250000	31.0829   	2.250000	31.0829   	2.250000	0.210887  	2.250000	0.157598  	2.250000	0.763726  	2.250000	0.896498  	2.250000	0.703611  	
2.500000	35.833    	2.500000	34.591    	2.500000	35.7524   	2.500000	35.7524   	2.500000	35.7524   	2.500000	0.242879  	2.500000	0.18137   	2.500000	0.83943   	2.500000	0.97711   	2.500000	0.775861  	
3.000000	45.8819   	3.000000	44.7368   	3.000000	45.8898   	3.000000	45.8898   	3.000000	45.8898   	3.000000	0.313148  	3.000000	0.232495  	3.000000	0.971612  	3.000000	1.14571   	3.000000	0.902584  	
3.500000	57.0249   	3.500000	56.0221   	3.500000	57.0837   	3.500000	57.0837   	3.500000	57.0837   	3.500000	0.391797  	3.500000	0.288219  	3.500000	1.11512   	3.500000	1.30028   	3.500000	1.04023   	
4.000000	69.2502   	4.000000	68.3963   	4.000000	69.3226   	4.000000	69.3226   	4.000000	69.3226   	4.000000	0.478784  	4.000000	0.348398  	4.000000	1.27128   	4.000000	1.46503   	4.000000	1.1901    	
4.500000	82.545    	4.500000	81.8257   	4.500000	82.5939   	4.500000	82.5939   	4.500000	82.5939   	4.500000	0.574029  	4.500000	0.412878  	4.500000	1.43979   	4.500000	1.64165   	4.500000	1.35195   	
5.000000	96.8966   	5.000000	96.2856   	5.000000	96.8845   	5.000000	96.8845   	5.000000	96.8845   	5.000000	0.677432  	5.000000	0.48153   	5.000000	1.62039   	5.000000	1.82973   	5.000000	1.52556   	
5.500000	112.293   	5.500000	111.757   	5.500000	112.181   	5.500000	112.181   	5.500000	112.181   	5.500000	0.788887  	5.500000	0.554254  	5.500000	1.8128    	5.500000	2.02887   	5.500000	1.71068   	
6.000000	128.722   	6.000000	128.222   	6.000000	128.472   	6.000000	128.472   	6.000000	128.471   	6.000000	0.908289  	6.000000	0.630956  	6.000000	2.01686   	6.000000	2.23883   	6.000000	1.90716   	
6.500000	146.173   	6.500000	145.667   	6.500000	145.743   	6.500000	145.743   	6.500000	145.743   	6.500000	1.03554   	6.500000	0.711548  	6.500000	2.23233   	6.500000	2.45929   	6.500000	2.11479   	
7.000000	164.636   	7.000000	164.079   	7.000000	163.985   	7.000000	163.985   	7.000000	163.985   	7.000000	1.17053   	7.000000	0.79595   	7.000000	2.45908   	7.000000	2.69006   	7.000000	2.33344   	
7.500000	184.099   	7.500000	183.445   	7.500000	183.185   	7.500000	183.185   	7.500000	183.185   	7.500000	1.31317   	7.500000	0.884088  	7.500000	2.69692   	7.500000	2.9309    	7.500000	2.56295   	
8.000000	204.554   	8.000000	203.754   	8.000000	203.333   	8.000000	203.333   	8.000000	203.333   	8.000000	1.46338   	8.000000	0.975896  	8.000000	2.94571   	8.000000	3.18164   	8.000000	2.80318   	
8.500000	225.991   	8.500000	224.997   	8.500000	224.42    	8.500000	224.42    	8.500000	224.42    	8.500000	1.62106   	8.500000	1.07131   	8.500000	3.20533   	8.500000	3.44211   	8.500000	3.05401   	
9.000000	248.402   	9.000000	247.162   	9.000000	246.436   	9.000000	246.436   	9.000000	246.436   	9.000000	1.78615   	9.000000	1.17028   	9.000000	3.47565   	9.000000	3.71214   	9.000000	3.31533   	
9.500000	271.777   	9.500000	270.24    	9.500000	269.373   	9.500000	269.373   	9.500000	269.373   	9.500000	1.95857   	9.500000	1.27274   	9.500000	3.75655   	9.500000	3.9916    	9.500000	3.58702   	
10.000000	296.11    	10.000000	294.22    	10.000000	293.221   	10.000000	293.221   	10.000000	293.221   	10.000000	2.13825   	10.000000	1.37867   	10.000000	4.04792   	10.000000	4.28035   	10.000000	3.869     	
11.000000	347.616   	11.000000	344.653   	11.000000	343.662   	11.000000	343.648   	11.000000	343.659   	11.000000	2.51995   	11.000000	1.60117   	11.000000	4.66227   	11.000000	4.88577   	11.000000	4.46397   	
12.000000	402.86    	12.000000	398.64    	12.000000	397.755   	12.000000	397.699   	12.000000	397.744   	12.000000	2.93177   	12.000000	1.83789   	12.000000	5.31877   	12.000000	5.52826   	12.000000	5.10034   	
13.000000	461.789   	13.000000	456.151   	13.000000	455.462   	13.000000	455.342   	13.000000	455.441   	13.000000	3.37351   	13.000000	2.08871   	13.000000	6.01709   	13.000000	6.20733   	13.000000	5.77781   	
14.000000	524.351   	14.000000	517.157   	14.000000	516.753   	14.000000	516.546   	14.000000	516.721   	14.000000	3.84499   	14.000000	2.35359   	14.000000	6.75694   	14.000000	6.92255   	14.000000	6.49614   	
15.000000	590.499   	15.000000	581.628   	15.000000	581.598   	15.000000	581.287   	15.000000	581.554   	15.000000	4.3461    	15.000000	2.63232   	15.000000	7.53811   	15.000000	7.67355   	15.000000	7.25513   	
16.000000	660.187   	16.000000	649.533   	16.000000	649.974   	16.000000	649.54    	16.000000	649.917   	16.000000	4.87673   	16.000000	2.9247    	16.000000	8.36038   	16.000000	8.46002   	16.000000	8.05461   	
17.000000	733.374   	17.000000	720.843   	17.000000	721.857   	17.000000	721.285   	17.000000	721.787   	17.000000	5.43679   	17.000000	3.23065   	17.000000	9.22357   	17.000000	9.28166   	17.000000	8.89443   	
18.000000	810.018   	18.000000	795.53    	18.000000	797.228   	18.000000	796.504   	18.000000	797.144   	18.000000	6.02622   	18.000000	3.55021   	18.000000	10.1275   	18.000000	10.1382   	18.000000	9.77447   	
19.000000	890.082   	19.000000	873.565   	19.000000	876.066   	19.000000	875.18    	19.000000	875.97    	19.000000	6.64497   	19.000000	3.88341   	19.000000	11.0722   	19.000000	11.0295   	19.000000	10.6946   	
20.000000	973.528   	20.000000	954.921   	20.000000	958.354   	20.000000	957.297   	20.000000	958.248   	20.000000	7.293     	20.000000	4.23014   	20.000000	12.0573   	20.000000	11.9553   	20.000000	11.6549   	
21.000000	1060.32   	21.000000	1039.57   	21.000000	1044.08   	21.000000	1042.84   	21.000000	1043.96   	21.000000	7.97028   	21.000000	4.59025   	21.000000	13.0829   	21.000000	12.9154   	21.000000	12.6551   	
22.000000	1150.43   	22.000000	1127.49   	22.000000	1133.23   	22.000000	1131.8    	22.000000	1133.1    	22.000000	8.67677   	22.000000	4.96367   	22.000000	14.1489   	22.000000	13.9096   	22.000000	13.6952   	
23.000000	1243.82   	23.000000	1218.65   	23.000000	1225.78   	23.000000	1224.17   	23.000000	1225.65   	23.000000	9.41247   	23.000000	5.35039   	23.000000	15.2552   	23.000000	14.9379   	23.000000	14.7752   	
24.000000	1340.46   	24.000000	1313.03   	24.000000	1321.73   	24.000000	1319.93   	24.000000	1321.59   	24.000000	10.1774   	24.000000	5.75038   	24.000000	16.4017   	24.000000	16.0001   	24.000000	15.8951   	
25.000000	1440.32   	25.000000	1410.6    	25.000000	1421.07   	25.000000	1419.07   	25.000000	1420.92   	25.000000	10.9714   	25.000000	6.16362   	25.000000	17.5883   	25.000000	17.096    	25.000000	17.0548   	
27.000000	1649.59   	27.000000	1615.22   	27.000000	1629.85   	27.000000	1627.47   	27.000000	1629.69   	27.000000	12.6469   	27.000000	7.02975   	27.000000	20.0819   	27.000000	19.3886   	27.000000	19.4935   	
29.000000	1871.41   	29.000000	1832.34   	29.000000	1852.04   	29.000000	1849.28   	29.000000	1851.87   	29.000000	14.4388   	29.000000	7.94846   	29.000000	22.7356   	29.000000	21.815    	29.000000	22.0912   	
31.000000	2105.58   	31.000000	2061.78   	31.000000	2087.43   	31.000000	2084.33   	31.000000	2087.26   	31.000000	16.344    	31.000000	8.91744   	31.000000	25.5469   	31.000000	24.3726   	31.000000	24.8459   	
33.000000	2351.9    	33.000000	2303.37   	33.000000	2335.18   	33.000000	2331.79   	33.000000	2334.99   	33.000000	18.3444   	33.000000	9.92789   	33.000000	28.504    	33.000000	27.0508   	33.000000	27.7461   	
35.000000	2610.18   	35.000000	2556.95   	35.000000	2594.98   	35.000000	2591.37   	35.000000	2594.79   	35.000000	20.4367   	35.000000	10.9786   	35.000000	31.603    	35.000000	29.846    	35.000000	30.7881   	
38.000000	3019.68   	38.000000	2959.47   	38.000000	3006.89   	38.000000	3003.1    	38.000000	3006.72   	38.000000	23.7462   	38.000000	12.6287   	38.000000	36.5127   	38.000000	34.2535   	38.000000	35.6131   	
41.000000	3455.17   	41.000000	3388.12   	41.000000	3445.03   	41.000000	3441.21   	41.000000	3444.89   	41.000000	27.2583   	41.000000	14.3654   	41.000000	41.7297   	41.000000	38.9126   	41.000000	40.7469   	
44.000000	3916.13   	44.000000	3842.44   	44.000000	3908.93   	44.000000	3905.2    	44.000000	3908.82   	44.000000	30.9697   	44.000000	16.1878   	44.000000	47.2474   	44.000000	43.8171   	44.000000	46.1836   	
47.000000	4402.1    	47.000000	4321.97   	47.000000	4398.16   	47.000000	4394.61   	47.000000	4398.03   	47.000000	34.8769   	47.000000	18.0953   	47.000000	53.0596   	47.000000	48.9613   	47.000000	51.918    	
50.000000	4912.62   	50.000000	4826.27   	50.000000	4912.22   	50.000000	4909.01   	50.000000	4912.09   	50.000000	38.9761   	50.000000	20.0849   	50.000000	59.1603   	50.000000	54.3398   	50.000000	57.9448   	
55.000000	5816.87   	55.000000	5720.75   	55.000000	5823.07   	55.000000	5820.74   	55.000000	5822.98   	55.000000	46.2249   	55.000000	23.5794   	55.000000	69.9545   	55.000000	63.8115   	55.000000	68.6265   	
60.000000	6786.3    	60.000000	6681.12   	60.000000	6800.11   	60.000000	6798.92   	60.000000	6799.97   	60.000000	53.98     	60.000000	27.2914   	60.000000	81.5106   	60.000000	73.8994   	60.000000	80.0864   	
65.000000	7819.19   	65.000000	7705.69   	65.000000	7841.52   	65.000000	7841.87   	65.000000	7841.39   	65.000000	62.2249   	65.000000	31.211    	65.000000	93.8058   	65.000000	84.5841   	65.000000	92.3051   	
70.000000	8913.97   	70.000000	8792.87   	70.000000	8945.82   	70.000000	8948.01   	70.000000	8945.66   	70.000000	70.9435   	70.000000	35.3338   	70.000000	106.819   	70.000000	95.8476   	70.000000	105.264   	
75.000000	10069.2   	75.000000	9941.13   	75.000000	10111.5   	75.000000	10115.9   	75.000000	10111.3   	75.000000	80.1205   	75.000000	39.6521   	75.000000	120.529   	75.000000	107.673   	75.000000	118.947   	
80.000000	11283.5   	80.000000	11149     	80.000000	11337     	80.000000	11344     	80.000000	11336.9   	80.000000	89.7409   	80.000000	44.1623   	80.000000	134.918   	80.000000	120.046   	80.000000	133.336   	
85.000000	12555.5   	85.000000	12415.2   	85.000000	12621.2   	85.000000	12631.1   	85.000000	12621.2   	85.000000	99.7906   	85.000000	48.8548   	85.000000	149.966   	85.000000	132.95    	85.000000	148.417   	
90.000000	13884.1   	90.000000	13738.4   	90.000000	13962.8   	90.000000	13975.9   	90.000000	13962.8   	90.000000	110.256   	90.000000	53.7287   	90.000000	165.658   	90.000000	146.373   	90.000000	164.174   	
95.000000	15268.1   	95.000000	15117.2   	95.000000	15360.5   	95.000000	15377.2   	95.000000	15360.6   	95.000000	121.123   	95.000000	58.7785   	95.000000	181.974   	95.000000	160.301   	95.000000	180.594   	
100.000000	16706.4   	100.000000	16550.6   	100.000000	16813.3   	100.000000	16833.8   	100.000000	16813.4   	100.000000	132.38    	100.000000	63.9972   	100.000000	198.9     	100.000000	174.721   	100.000000	197.662   	
105.000000	18198     	105.000000	18037.3   	105.000000	18319.8   	105.000000	18344.5   	105.000000	18320     	105.000000	144.014   	105.000000	69.3779   	105.000000	216.42    	105.000000	189.623   	105.000000	215.365   	
110.000000	19741.9   	110.000000	19576.3   	110.000000	19879.2   	110.000000	19908.4   	110.000000	19879.5   	110.000000	156.014   	110.000000	74.9154   	110.000000	234.518   	110.000000	204.993   	110.000000	233.691   	
115.000000	21337.1   	115.000000	21166.5   	115.000000	21490.3   	115.000000	21524.3   	115.000000	21490.6   	115.000000	168.368   	115.000000	80.6105   	115.000000	253.181   	115.000000	220.822   	115.000000	252.627   	
120.000000	22982.8   	120.000000	22806.7   	120.000000	23152.1   	120.000000	23191.2   	120.000000	23152.6   	120.000000	181.064   	120.000000	86.4581   	120.000000	272.394   	120.000000	237.099   	120.000000	272.161   	
125.000000	24678     	125.000000	24496.2   	125.000000	24863.9   	125.000000	24908.2   	125.000000	24864.3   	125.000000	194.094   	125.000000	92.4501   	125.000000	292.143   	125.000000	253.813   	125.000000	292.282   	
130.000000	26422     	130.000000	26233.8   	130.000000	26624.5   	130.000000	26674.3   	130.000000	26624.8   	130.000000	207.445   	130.000000	98.5869   	130.000000	312.417   	130.000000	270.956   	130.000000	312.979   	
135.000000	28214     	135.000000	28018.6   	135.000000	28433     	135.000000	28488.6   	135.000000	28433.2   	135.000000	221.108   	135.000000	104.865   	135.000000	333.201   	135.000000	288.517   	135.000000	334.24    	
140.000000	30053.1   	140.000000	29849.8   	140.000000	30288.5   	140.000000	30350.3   	140.000000	30288.7   	140.000000	235.074   	140.000000	111.277   	140.000000	354.483   	140.000000	306.488   	140.000000	356.055   	
145.000000	31938.7   	145.000000	31726.5   	145.000000	32190.2   	145.000000	32258.4   	145.000000	32190.4   	145.000000	249.333   	145.000000	117.82    	145.000000	376.253   	145.000000	324.859   	145.000000	378.414   	
150.000000	33870     	150.000000	33647.8   	150.000000	34137.2   	150.000000	34212.1   	150.000000	34137.4   	150.000000	263.876   	150.000000	124.491   	150.000000	398.497   	150.000000	343.623   	150.000000	401.306   	
155.000000	35873.6   	155.000000	35612.9   	155.000000	36128.7   	155.000000	36210.7   	155.000000	36128.9   	155.000000	278.694   	155.000000	131.289   	155.000000	421.205   	155.000000	362.771   	155.000000	424.722   	
160.000000	37920.6   	160.000000	37621     	160.000000	38163.9   	160.000000	38253.3   	160.000000	38164.2   	160.000000	293.779   	160.000000	138.209   	160.000000	444.365   	160.000000	382.295   	160.000000	448.653   	
165.000000	40009.4   	165.000000	39671.4   	165.000000	40242.2   	165.000000	40339.1   	165.000000	40242.5   	165.000000	309.123   	165.000000	145.25    	165.000000	467.968   	165.000000	402.187   	165.000000	473.088   	
170.000000	42139.2   	170.000000	41763.2   	170.000000	42362.8   	170.000000	42467.4   	170.000000	42363     	170.000000	324.718   	170.000000	152.409   	170.000000	492.002   	170.000000	422.441   	170.000000	498.02    	
175.000000	44309.3   	175.000000	43895.7   	175.000000	44524.9   	175.000000	44637.5   	175.000000	44525     	175.000000	340.556   	175.000000	159.683   	175.000000	516.458   	175.000000	443.047   	175.000000	523.438   	
180.000000	46519     	180.000000	46068.3   	180.000000	46727.8   	180.000000	46848.7   	180.000000	46727.9   	180.000000	356.629   	180.000000	167.069   	180.000000	541.326   	180.000000	464.001   	180.000000	549.334   	
185.000000	48767.7   	185.000000	48280.2   	185.000000	48970.7   	185.000000	49100.2   	185.000000	48970.8   	185.000000	372.931   	185.000000	174.567   	185.000000	566.595   	185.000000	485.293   	185.000000	575.701   	
190.000000	51054.8   	190.000000	50530.8   	190.000000	51253     	190.000000	51391.4   	190.000000	51253.2   	190.000000	389.454   	190.000000	182.173   	190.000000	592.257   	190.000000	506.918   	190.000000	602.529   	
195.000000	53379.5   	195.000000	52819.3   	195.000000	53574.1   	195.000000	53721.7   	195.000000	53574.3   	195.000000	406.191   	195.000000	189.885   	195.000000	618.304   	195.000000	528.87    	195.000000	629.81    	
200.000000	55741.2   	200.000000	55145.2   	200.000000	55933.4   	200.000000	56090.3   	200.000000	55933.6   	200.000000	423.135   	200.000000	197.696   	200.000000	644.724   	200.000000	551.142   	200.000000	657.538   	
210.000000	60573.6   	210.000000	59906.6   	210.000000	60764.2   	210.000000	60940.2   	210.000000	60764.1   	210.000000	457.622   	210.000000	213.614   	210.000000	698.656   	210.000000	596.619   	210.000000	714.298   	
220.000000	65547.3   	220.000000	64810.2   	220.000000	65739.9   	220.000000	65936.3   	220.000000	65739.7   	220.000000	492.865   	220.000000	229.919   	220.000000	753.986   	220.000000	643.302   	220.000000	772.749   	
230.000000	70658     	230.000000	69851.2   	230.000000	70855.9   	230.000000	71073.8   	230.000000	70855.9   	230.000000	528.817   	230.000000	246.583   	230.000000	810.652   	230.000000	691.147   	230.000000	832.835   	
240.000000	75901.5   	240.000000	75025.4   	240.000000	76108.1   	240.000000	76348.3   	240.000000	76108.2   	240.000000	565.433   	240.000000	263.592   	240.000000	868.592   	240.000000	740.108   	240.000000	894.499   	
250.000000	81273.9   	250.000000	80328.5   	250.000000	81492.5   	250.000000	81755.6   	250.000000	81492.3   	250.000000	602.673   	250.000000	280.935   	250.000000	927.749   	250.000000	790.145   	250.000000	957.688   	
260.000000	86771.4   	260.000000	85756.6   	260.000000	87004.5   	260.000000	87291.5   	260.000000	87004.2   	260.000000	640.497   	260.000000	298.598   	260.000000	988.068   	260.000000	841.216   	260.000000	1022.35   	
270.000000	92390.4   	270.000000	91305.9   	270.000000	92640.1   	270.000000	92952.2   	270.000000	92640     	270.000000	678.867   	270.000000	316.57    	270.000000	1049.5    	270.000000	893.286   	270.000000	1088.44   	
280.000000	98127.5   	280.000000	96972.5   	280.000000	98395.8   	280.000000	98733.8   	280.000000	98395.8   	280.000000	717.748   	280.000000	334.84    	280.000000	1111.99   	280.000000	946.315   	280.000000	1155.91   	
290.000000	103979    	290.000000	102753    	290.000000	104268    	290.000000	104633    	290.000000	104268    	290.000000	757.107   	290.000000	353.4     	290.000000	1175.49   	290.000000	1000.27   	290.000000	1224.71   	
300.000000	109943    	300.000000	108644    	300.000000	110254    	300.000000	110645    	300.000000	110254    	300.000000	796.912   	300.000000	372.234   	300.000000	1239.95   	300.000000	1055.12   	300.000000	1294.8    	
