! 11C range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.040000	1.04223   	0.040000	1.01083   	0.040000	0.912575  	0.040000	0.912575  	0.040000	0.912564  	0.040000	0.0126142 	0.040000	0.0126142 	0.040000	0.0607824 	0.040000	0.0869039 	0.040000	0.0514289 	
0.045000	1.11159   	0.045000	1.07801   	0.045000	0.980128  	0.045000	0.980128  	0.045000	0.980117  	0.045000	0.0131734 	0.045000	0.0131734 	0.045000	0.0678087 	0.045000	0.0967194 	0.045000	0.0574795 	
0.050000	1.17629   	0.050000	1.14066   	0.050000	1.04375   	0.050000	1.04375   	0.050000	1.04374   	0.050000	0.0136735 	0.050000	0.0135019 	0.050000	0.0746721 	0.050000	0.106283  	0.050000	0.0634003 	
0.055000	1.2373    	0.055000	1.19975   	0.055000	1.10415   	0.055000	1.10415   	0.055000	1.10414   	0.055000	0.014127  	0.055000	0.013706  	0.055000	0.0814053 	0.055000	0.115642  	0.055000	0.069219  	
0.060000	1.29539   	0.060000	1.25601   	0.060000	1.16189   	0.060000	1.16189   	0.060000	1.16188   	0.060000	0.0145434 	0.060000	0.0138951 	0.060000	0.0880366 	0.060000	0.124837  	0.060000	0.0749591 	
0.070000	1.40497   	0.070000	1.36213   	0.070000	1.2711    	0.070000	1.2711    	0.070000	1.27109   	0.070000	0.0152933 	0.070000	0.0142405 	0.070000	0.0990545 	0.070000	0.14006   	0.070000	0.0845189 	
0.080000	1.5083    	0.080000	1.46221   	0.080000	1.37401   	0.080000	1.37401   	0.080000	1.374     	0.080000	0.0159652 	0.080000	0.0145564 	0.080000	0.107845  	0.080000	0.152144  	0.080000	0.092171  	
0.090000	1.60748   	0.090000	1.55826   	0.090000	1.4724    	0.090000	1.4724    	0.090000	1.47239   	0.090000	0.0165857 	0.090000	0.014854  	0.090000	0.115315  	0.090000	0.162362  	0.090000	0.0986938 	
0.100000	1.70371   	0.100000	1.65146   	0.100000	1.56754   	0.100000	1.56754   	0.100000	1.56753   	0.100000	0.017172  	0.100000	0.0151407 	0.100000	0.121752  	0.100000	0.171122  	0.100000	0.104333  	
0.120000	1.89071   	0.120000	1.83257   	0.120000	1.75136   	0.120000	1.75136   	0.120000	1.75135   	0.120000	0.0182858 	0.120000	0.0157006 	0.120000	0.132793  	0.120000	0.185919  	0.120000	0.114046  	
0.140000	2.07382   	0.140000	2.0099    	0.140000	1.93015   	0.140000	1.93015   	0.140000	1.93013   	0.140000	0.0193637 	0.140000	0.0162614 	0.140000	0.142242  	0.140000	0.198279  	0.140000	0.122404  	
0.160000	2.25526   	0.160000	2.18563   	0.160000	2.10649   	0.160000	2.10649   	0.160000	2.10648   	0.160000	0.0204344 	0.160000	0.0168359 	0.160000	0.150701  	0.160000	0.209229  	0.160000	0.12992   	
0.180000	2.43673   	0.180000	2.36138   	0.180000	2.28186   	0.180000	2.28186   	0.180000	2.28184   	0.180000	0.0215117 	0.180000	0.0174302 	0.180000	0.15839   	0.180000	0.219092  	0.180000	0.136783  	
0.200000	2.61888   	0.200000	2.53779   	0.200000	2.45709   	0.200000	2.45709   	0.200000	2.45708   	0.200000	0.0226022 	0.200000	0.0180468 	0.200000	0.16565   	0.200000	0.228328  	0.200000	0.143283  	
0.250000	3.07779   	0.250000	2.98223   	0.250000	2.89728   	0.250000	2.89728   	0.250000	2.89727   	0.250000	0.0253944 	0.250000	0.0196853 	0.250000	0.182086  	0.250000	0.248982  	0.250000	0.158089  	
0.300000	3.53963   	0.300000	3.42952   	0.300000	3.34243   	0.300000	3.34243   	0.300000	3.34242   	0.300000	0.0282683 	0.300000	0.021444  	0.300000	0.197131  	0.300000	0.267594  	0.300000	0.17173   	
0.350000	3.99772   	0.350000	3.87318   	0.350000	3.79323   	0.350000	3.79323   	0.350000	3.79322   	0.350000	0.0311995 	0.350000	0.0232951 	0.350000	0.211178  	0.350000	0.284762  	0.350000	0.184533  	
0.400000	4.45549   	0.400000	4.31652   	0.400000	4.24973   	0.400000	4.24973   	0.400000	4.24972   	0.400000	0.0341685 	0.400000	0.0252149 	0.400000	0.224455  	0.400000	0.30082   	0.400000	0.196694  	
0.450000	4.9161    	0.450000	4.76261   	0.450000	4.70939   	0.450000	4.70939   	0.450000	4.70937   	0.450000	0.0371166 	0.450000	0.0271553 	0.450000	0.237196  	0.450000	0.316085  	0.450000	0.208401  	
0.500000	5.38003   	0.500000	5.21192   	0.500000	5.17164   	0.500000	5.17164   	0.500000	5.17163   	0.500000	0.0400322 	0.500000	0.0291    	0.500000	0.249388  	0.500000	0.330574  	0.500000	0.219645  	
0.600000	6.3144    	0.600000	6.11685   	0.600000	6.10768   	0.600000	6.10768   	0.600000	6.10767   	0.600000	0.045837  	0.600000	0.0330254 	0.600000	0.272777  	0.600000	0.358066  	0.600000	0.241304  	
0.700000	7.2634    	0.700000	7.03594   	0.700000	7.06434   	0.700000	7.06434   	0.700000	7.06433   	0.700000	0.0517009 	0.700000	0.0370368 	0.700000	0.295195  	0.700000	0.384104  	0.700000	0.262164  	
0.800000	8.23092   	0.800000	7.97297   	0.800000	8.04679   	0.800000	8.04679   	0.800000	8.04678   	0.800000	0.0577108 	0.800000	0.0411735 	0.800000	0.317048  	0.800000	0.409252  	0.800000	0.28258   	
0.900000	9.22128   	0.900000	8.93212   	0.900000	9.05666   	0.900000	9.05666   	0.900000	9.05664   	0.900000	0.0638894 	0.900000	0.0454382 	0.900000	0.338587  	0.900000	0.433842  	0.900000	0.302759  	
1.000000	10.2355   	1.000000	9.91434   	1.000000	10.095    	1.000000	10.095    	1.000000	10.095    	1.000000	0.0702523 	1.000000	0.0498324 	1.000000	0.359862  	1.000000	0.457987  	1.000000	0.32275   	
1.250000	12.8917   	1.250000	12.4869   	1.250000	12.821    	1.250000	12.821    	1.250000	12.821    	1.250000	0.0870452 	1.250000	0.061529  	1.250000	0.412775  	1.250000	0.517488  	1.250000	0.372636  	
1.500000	15.7636   	1.500000	15.2682   	1.500000	15.749    	1.500000	15.749    	1.500000	15.749    	1.500000	0.105375  	1.500000	0.0749748 	1.500000	0.466119  	1.500000	0.57688   	1.500000	0.423137  	
1.750000	18.864    	1.750000	18.271    	1.750000	18.8817   	1.750000	18.8817   	1.750000	18.8816   	1.750000	0.125254  	1.750000	0.0898636 	1.750000	0.520572  	1.750000	0.636971  	1.750000	0.474833  	
2.000000	22.1998   	2.000000	21.5017   	2.000000	22.2161   	2.000000	22.2161   	2.000000	22.2161   	2.000000	0.14663   	2.000000	0.105891  	2.000000	0.576361  	2.000000	0.698081  	2.000000	0.527916  	
2.250000	25.7836   	2.250000	24.9725   	2.250000	25.7509   	2.250000	25.7509   	2.250000	25.7508   	2.250000	0.169483  	2.250000	0.122902  	2.250000	0.633574  	2.250000	0.760416  	2.250000	0.582463  	
2.500000	29.6007   	2.500000	28.6727   	2.500000	29.4848   	2.500000	29.4848   	2.500000	29.4848   	2.500000	0.19381   	2.500000	0.140812  	2.500000	0.692473  	2.500000	0.82419   	2.500000	0.638698  	
3.000000	37.5143   	3.000000	36.7286   	3.000000	37.5465   	3.000000	37.5465   	3.000000	37.5465   	3.000000	0.24688   	3.000000	0.179151  	3.000000	0.804077  	3.000000	0.956484  	3.000000	0.745616  	
3.500000	46.2399   	3.500000	45.6238   	3.500000	46.3935   	3.500000	46.3935   	3.500000	46.3934   	3.500000	0.305829  	3.500000	0.220707  	3.500000	0.91198   	3.500000	1.07924   	3.500000	0.849268  	
4.000000	55.7723   	4.000000	55.3314   	4.000000	56.0175   	4.000000	56.0175   	4.000000	56.0175   	4.000000	0.37063   	4.000000	0.265372  	4.000000	1.02872   	4.000000	1.20373   	4.000000	0.961456  	
4.500000	66.1048   	4.500000	65.8275   	4.500000	66.4099   	4.500000	66.4099   	4.500000	66.4098   	4.500000	0.441238  	4.500000	0.313043  	4.500000	1.15407   	4.500000	1.33663   	4.500000	1.082     	
5.000000	77.2298   	5.000000	77.0942   	5.000000	77.5618   	5.000000	77.5618   	5.000000	77.5618   	5.000000	0.517599  	5.000000	0.363641  	5.000000	1.28785   	5.000000	1.47763   	5.000000	1.21077   	
5.500000	89.1399   	5.500000	89.1177   	5.500000	89.4647   	5.500000	89.4647   	5.500000	89.4646   	5.500000	0.599654  	5.500000	0.417103  	5.500000	1.42988   	5.500000	1.62647   	5.500000	1.34757   	
6.000000	101.828   	6.000000	101.886   	6.000000	102.11    	6.000000	102.11    	6.000000	102.11    	6.000000	0.687343  	6.000000	0.473376  	6.000000	1.58003   	6.000000	1.78295   	6.000000	1.49232   	
6.500000	115.285   	6.500000	115.389   	6.500000	115.49    	6.500000	115.49    	6.500000	115.49    	6.500000	0.780608  	6.500000	0.532404  	6.500000	1.73815   	6.500000	1.94688   	6.500000	1.64487   	
7.000000	129.506   	7.000000	129.618   	7.000000	129.596   	7.000000	129.596   	7.000000	129.596   	7.000000	0.879392  	7.000000	0.59414   	7.000000	1.90416   	7.000000	2.1181    	7.000000	1.80514   	
7.500000	144.484   	7.500000	144.564   	7.500000	144.422   	7.500000	144.422   	7.500000	144.422   	7.500000	0.98364   	7.500000	0.658538  	7.500000	2.07793   	7.500000	2.29647   	7.500000	1.97303   	
8.000000	160.211   	8.000000	160.219   	8.000000	159.96    	8.000000	159.96    	8.000000	159.96    	8.000000	1.0933    	8.000000	0.725558  	8.000000	2.25937   	8.000000	2.48186   	8.000000	2.14846   	
8.500000	176.681   	8.500000	176.577   	8.500000	176.205   	8.500000	176.205   	8.500000	176.204   	8.500000	1.20833   	8.500000	0.795162  	8.500000	2.44841   	8.500000	2.67418   	8.500000	2.33135   	
9.000000	193.889   	9.000000	193.63    	9.000000	193.148   	9.000000	193.148   	9.000000	193.148   	9.000000	1.32867   	9.000000	0.867315  	9.000000	2.64497   	9.000000	2.8733    	9.000000	2.52163   	
9.500000	211.828   	9.500000	211.373   	9.500000	210.786   	9.500000	210.786   	9.500000	210.785   	9.500000	1.45428   	9.500000	0.941983  	9.500000	2.84897   	9.500000	3.07915   	9.500000	2.71922   	
10.000000	230.492   	10.000000	229.795   	10.000000	229.111   	10.000000	229.111   	10.000000	229.111   	10.000000	1.58513   	10.000000	1.01913   	10.000000	3.06034   	10.000000	3.29162   	10.000000	2.92408   	
11.000000	269.976   	11.000000	268.507   	11.000000	267.835   	11.000000	267.819   	11.000000	267.83    	11.000000	1.86289   	11.000000	1.1811    	11.000000	3.50533   	11.000000	3.73651   	11.000000	3.35569   	
12.000000	312.299   	12.000000	309.908   	12.000000	309.322   	12.000000	309.259   	12.000000	309.303   	12.000000	2.16235   	12.000000	1.35341   	12.000000	3.98003   	12.000000	4.20789   	12.000000	3.81657   	
13.000000	357.421   	13.000000	353.978   	13.000000	353.546   	13.000000	353.412   	13.000000	353.511   	13.000000	2.48343   	13.000000	1.53592   	13.000000	4.48429   	13.000000	4.7055    	13.000000	4.3066    	
14.000000	405.306   	14.000000	400.699   	14.000000	400.489   	14.000000	400.257   	14.000000	400.432   	14.000000	2.82609   	14.000000	1.72851   	14.000000	5.01797   	14.000000	5.22908   	14.000000	4.82566   	
15.000000	455.918   	15.000000	450.05    	15.000000	450.13    	15.000000	449.78    	15.000000	450.051   	15.000000	3.19026   	15.000000	1.9312    	15.000000	5.58095   	15.000000	5.77844   	15.000000	5.37367   	
16.000000	509.225   	16.000000	502.009   	16.000000	502.454   	16.000000	501.966   	16.000000	502.352   	16.000000	3.5759    	16.000000	2.14395   	16.000000	6.17315   	16.000000	6.35337   	16.000000	5.95054   	
17.000000	565.195   	17.000000	556.557   	17.000000	557.445   	17.000000	556.8     	17.000000	557.32    	17.000000	3.98298   	17.000000	2.36665   	17.000000	6.79448   	17.000000	6.95371   	17.000000	6.55623   	
18.000000	623.798   	18.000000	613.674   	18.000000	615.087   	18.000000	614.272   	18.000000	614.941   	18.000000	4.41146   	18.000000	2.59918   	18.000000	7.44486   	18.000000	7.57932   	18.000000	7.19067   	
19.000000	685.006   	19.000000	673.338   	19.000000	675.37    	19.000000	674.37    	19.000000	675.203   	19.000000	4.86132   	19.000000	2.84154   	19.000000	8.12421   	19.000000	8.23003   	19.000000	7.85381   	
20.000000	748.791   	20.000000	735.53    	20.000000	738.284   	20.000000	737.084   	20.000000	738.096   	20.000000	5.33253   	20.000000	3.09375   	20.000000	8.83248   	20.000000	8.90574   	20.000000	8.54562   	
21.000000	815.128   	21.000000	800.231   	21.000000	803.814   	21.000000	802.406   	21.000000	803.607   	21.000000	5.82508   	21.000000	3.35586   	21.000000	9.56963   	21.000000	9.60634   	21.000000	9.26608   	
22.000000	883.991   	22.000000	867.42    	22.000000	871.951   	22.000000	870.326   	22.000000	871.728   	22.000000	6.33895   	22.000000	3.6278    	22.000000	10.3356   	22.000000	10.3317   	22.000000	10.0151   	
23.000000	955.356   	23.000000	937.081   	23.000000	942.686   	23.000000	940.837   	23.000000	942.449   	23.000000	6.87412   	23.000000	3.90946   	23.000000	11.1304   	23.000000	11.0818   	23.000000	10.7928   	
24.000000	1029.2    	24.000000	1009.19   	24.000000	1016.01   	24.000000	1013.93   	24.000000	1015.76   	24.000000	7.43058   	24.000000	4.20079   	24.000000	11.9539   	24.000000	11.8564   	24.000000	11.5991   	
25.000000	1105.5    	25.000000	1083.74   	25.000000	1091.92   	25.000000	1089.6    	25.000000	1091.65   	25.000000	8.00833   	25.000000	4.50181   	25.000000	12.8061   	25.000000	12.6556   	25.000000	12.4339   	
27.000000	1265.38   	27.000000	1240.07   	27.000000	1251.46   	27.000000	1248.65   	27.000000	1251.16   	27.000000	9.22757   	27.000000	5.13265   	27.000000	14.5966   	27.000000	14.3271   	27.000000	14.1893   	
29.000000	1434.84   	29.000000	1405.92   	29.000000	1421.23   	29.000000	1417.92   	29.000000	1420.89   	29.000000	10.5317   	29.000000	5.80145   	29.000000	16.5016   	29.000000	16.0958   	29.000000	16.0589   	
31.000000	1613.72   	31.000000	1581.18   	31.000000	1601.06   	31.000000	1597.28   	31.000000	1600.71   	31.000000	11.9183   	31.000000	6.50735   	31.000000	18.5195   	31.000000	17.96     	31.000000	18.0412   	
33.000000	1801.87   	33.000000	1765.71   	33.000000	1790.32   	33.000000	1786.11   	33.000000	1789.95   	33.000000	13.3744   	33.000000	7.2438    	33.000000	20.6416   	33.000000	19.9117   	33.000000	20.128    	
35.000000	1999.16   	35.000000	1959.39   	35.000000	1988.78   	35.000000	1984.21   	35.000000	1988.38   	35.000000	14.8973   	35.000000	8.00914   	35.000000	22.8653   	35.000000	21.9485   	35.000000	22.3168   	
38.000000	2311.93   	38.000000	2266.81   	38.000000	2303.44   	38.000000	2298.43   	38.000000	2303.01   	38.000000	17.3062   	38.000000	9.21071   	38.000000	26.3877   	38.000000	25.1597   	38.000000	25.7881   	
41.000000	2644.54   	41.000000	2594.18   	41.000000	2638.09   	41.000000	2632.8    	41.000000	2637.65   	41.000000	19.8626   	41.000000	10.4763   	41.000000	30.13     	41.000000	28.5538   	41.000000	29.4812   	
44.000000	2996.6    	44.000000	2941.15   	44.000000	2992.38   	44.000000	2986.94   	44.000000	2991.93   	44.000000	22.5639   	44.000000	11.8041   	44.000000	34.0874   	44.000000	32.1262   	44.000000	33.3921   	
47.000000	3367.75   	47.000000	3307.36   	47.000000	3365.97   	47.000000	3360.5    	47.000000	3365.51   	47.000000	25.4076   	47.000000	13.194    	47.000000	38.2556   	47.000000	35.8729   	47.000000	37.5169   	
50.000000	3757.64   	50.000000	3692.5    	50.000000	3758.49   	50.000000	3753.15   	50.000000	3758.04   	50.000000	28.391    	50.000000	14.6436   	50.000000	42.6303   	50.000000	39.7899   	50.000000	41.8519   	
55.000000	4448.23   	55.000000	4375.6    	55.000000	4453.97   	55.000000	4449.12   	55.000000	4453.56   	55.000000	33.6664   	55.000000	17.1895   	55.000000	50.3697   	55.000000	46.6871   	55.000000	49.5348   	
60.000000	5188.58   	60.000000	5109.02   	60.000000	5199.87   	60.000000	5195.84   	60.000000	5199.5    	60.000000	39.31     	60.000000	19.8937   	60.000000	58.6543   	60.000000	54.0323   	60.000000	57.7772   	
65.000000	5977.39   	65.000000	5891.47   	65.000000	5994.99   	65.000000	5992.04   	65.000000	5994.59   	65.000000	45.3097   	65.000000	22.7489   	65.000000	67.4679   	65.000000	61.8113   	65.000000	66.5651   	
70.000000	6813.46   	70.000000	6721.72   	70.000000	6838.02   	70.000000	6836.51   	70.000000	6837.63   	70.000000	51.6539   	70.000000	25.7527   	70.000000	76.7951   	70.000000	70.0111   	70.000000	75.8854   	
75.000000	7695.68   	75.000000	7598.62   	75.000000	7727.87   	75.000000	7728.12   	75.000000	7727.49   	75.000000	58.3313   	75.000000	28.9003   	75.000000	86.6215   	75.000000	78.6195   	75.000000	85.7257   	
80.000000	8623      	80.000000	8521.08   	80.000000	8663.48   	80.000000	8665.78   	80.000000	8663.11   	80.000000	65.3312   	80.000000	32.1846   	80.000000	96.9332   	80.000000	87.6254   	80.000000	96.0744   	
85.000000	9594.44   	85.000000	9488.03   	85.000000	9643.81   	85.000000	9648.48   	85.000000	9643.45   	85.000000	72.643    	85.000000	35.6043   	85.000000	107.717   	85.000000	97.0181   	85.000000	106.92    	
90.000000	10609.1   	90.000000	10498.5   	90.000000	10667.9   	90.000000	10675.3   	90.000000	10667.6   	90.000000	80.2569   	90.000000	39.1555   	90.000000	118.961   	90.000000	106.788   	90.000000	118.253   	
95.000000	11666     	95.000000	11551.5   	95.000000	11734.8   	95.000000	11745.1   	95.000000	11734.5   	95.000000	88.1633   	95.000000	42.8326   	95.000000	130.653   	95.000000	116.924   	95.000000	130.062   	
100.000000	12764.4   	100.000000	12646.1   	100.000000	12843.7   	100.000000	12857.3   	100.000000	12843.4   	100.000000	96.3528   	100.000000	46.6328   	100.000000	142.78    	100.000000	127.419   	100.000000	142.337   	
105.000000	13903.5   	105.000000	13781.5   	105.000000	13993.7   	105.000000	14010.8   	105.000000	13993.4   	105.000000	104.816   	105.000000	50.5526   	105.000000	155.332   	105.000000	138.263   	105.000000	155.069   	
110.000000	15082.5   	110.000000	14956.8   	110.000000	15183.9   	110.000000	15204.9   	110.000000	15183.6   	110.000000	113.546   	110.000000	54.5897   	110.000000	168.299   	110.000000	149.448   	110.000000	168.248   	
115.000000	16300.7   	115.000000	16171.2   	115.000000	16413.6   	115.000000	16438.7   	115.000000	16413.3   	115.000000	122.532   	115.000000	58.7398   	115.000000	181.669   	115.000000	160.966   	115.000000	181.867   	
120.000000	17557.5   	120.000000	17423.8   	120.000000	17681.9   	120.000000	17711.5   	120.000000	17681.7   	120.000000	131.768   	120.000000	62.9978   	120.000000	195.433   	120.000000	172.81    	120.000000	195.916   	
125.000000	18852.1   	125.000000	18714     	125.000000	18988.3   	125.000000	19022.5   	125.000000	18988.1   	125.000000	141.246   	125.000000	67.3643   	125.000000	209.581   	125.000000	184.972   	125.000000	210.387   	
130.000000	20184     	130.000000	20041     	130.000000	20331.9   	130.000000	20371.1   	130.000000	20331.7   	130.000000	150.958   	130.000000	71.8343   	130.000000	224.104   	130.000000	197.445   	130.000000	225.272   	
135.000000	21552.4   	135.000000	21404     	135.000000	21712.1   	135.000000	21756.5   	135.000000	21711.9   	135.000000	160.896   	135.000000	76.4059   	135.000000	238.992   	135.000000	210.223   	135.000000	240.563   	
140.000000	22956.9   	140.000000	22802.5   	140.000000	23128.2   	140.000000	23178     	140.000000	23128     	140.000000	171.054   	140.000000	81.0789   	140.000000	254.237   	140.000000	223.298   	140.000000	256.253   	
145.000000	24396.9   	145.000000	24235.6   	145.000000	24579.5   	145.000000	24635     	145.000000	24579.3   	145.000000	181.426   	145.000000	85.8478   	145.000000	269.831   	145.000000	236.664   	145.000000	272.334   	
150.000000	25871.8   	150.000000	25702.9   	150.000000	26065.4   	150.000000	26126.8   	150.000000	26065.1   	150.000000	192.003   	150.000000	90.7097   	150.000000	285.764   	150.000000	250.316   	150.000000	288.798   	
155.000000	27401.9   	155.000000	27203.6   	155.000000	27585.2   	155.000000	27652.9   	155.000000	27585     	155.000000	202.781   	155.000000	95.6633   	155.000000	302.028   	155.000000	264.247   	155.000000	305.639   	
160.000000	28965.2   	160.000000	28737.1   	160.000000	29138.5   	160.000000	29212.6   	160.000000	29138.2   	160.000000	213.753   	160.000000	100.706   	160.000000	318.617   	160.000000	278.451   	160.000000	322.851   	
165.000000	30560.3   	165.000000	30302.9   	165.000000	30724.5   	165.000000	30805.4   	165.000000	30724.2   	165.000000	224.913   	165.000000	105.837   	165.000000	335.522   	165.000000	292.922   	165.000000	340.425   	
170.000000	32186.8   	170.000000	31900.4   	170.000000	32342.7   	170.000000	32430.6   	170.000000	32342.4   	170.000000	236.255   	170.000000	111.053   	170.000000	352.736   	170.000000	307.657   	170.000000	358.356   	
175.000000	33844.1   	175.000000	33529     	175.000000	33992.6   	175.000000	34087.7   	175.000000	33992.2   	175.000000	247.774   	175.000000	116.353   	175.000000	370.251   	175.000000	322.647   	175.000000	376.638   	
180.000000	35531.6   	180.000000	35188.1   	180.000000	35673.7   	180.000000	35776.2   	180.000000	35673.2   	180.000000	259.463   	180.000000	121.736   	180.000000	388.061   	180.000000	337.89    	180.000000	395.264   	
185.000000	37248.9   	185.000000	36877.3   	185.000000	37385.3   	185.000000	37495.5   	185.000000	37384.8   	185.000000	271.319   	185.000000	127.199   	185.000000	406.158   	185.000000	353.38    	185.000000	414.227   	
190.000000	38995.4   	190.000000	38596     	190.000000	39126.9   	190.000000	39245.1   	190.000000	39126.4   	190.000000	283.335   	190.000000	132.739   	190.000000	424.536   	190.000000	369.111   	190.000000	433.523   	
195.000000	40770.7   	195.000000	40343.7   	195.000000	40898.2   	195.000000	41024.5   	195.000000	40897.6   	195.000000	295.507   	195.000000	138.352   	195.000000	443.189   	195.000000	385.079   	195.000000	453.145   	
200.000000	42574.4   	200.000000	42120     	200.000000	42698.5   	200.000000	42833.2   	200.000000	42697.9   	200.000000	307.83    	200.000000	144.04    	200.000000	462.111   	200.000000	401.28    	200.000000	473.088   	
210.000000	46264.7   	210.000000	45756.2   	210.000000	46384.5   	210.000000	46536.7   	210.000000	46383.9   	210.000000	332.91    	210.000000	155.635   	210.000000	500.733   	210.000000	434.36    	210.000000	513.913   	
220.000000	50063     	220.000000	49500.9   	220.000000	50181.1   	220.000000	50351.8   	220.000000	50180.5   	220.000000	358.539   	220.000000	167.506   	220.000000	540.355   	220.000000	468.317   	220.000000	555.954   	
230.000000	53965.9   	230.000000	53350.6   	230.000000	54084.9   	230.000000	54275     	230.000000	54084.4   	230.000000	384.684   	230.000000	179.649   	230.000000	580.932   	230.000000	503.118   	230.000000	599.172   	
240.000000	57970.3   	240.000000	57302     	240.000000	58092.4   	240.000000	58302.8   	240.000000	58092     	240.000000	411.311   	240.000000	192.043   	240.000000	622.421   	240.000000	538.73    	240.000000	643.525   	
250.000000	62073     	250.000000	61351.9   	250.000000	62200.4   	250.000000	62431.9   	250.000000	62200.2   	250.000000	438.39    	250.000000	204.679   	250.000000	664.781   	250.000000	575.124   	250.000000	688.976   	
260.000000	66271.3   	260.000000	65497.2   	260.000000	66405.8   	260.000000	66659.4   	260.000000	66405.8   	260.000000	465.894   	260.000000	217.549   	260.000000	707.972   	260.000000	612.27    	260.000000	735.487   	
270.000000	70562.4   	270.000000	69735     	270.000000	70706     	270.000000	70982.1   	270.000000	70705.9   	270.000000	493.795   	270.000000	230.644   	270.000000	751.957   	270.000000	650.14    	270.000000	783.024   	
280.000000	74943.7   	280.000000	74062.5   	280.000000	75097.9   	280.000000	75397.1   	280.000000	75097.5   	280.000000	522.067   	280.000000	243.956   	280.000000	796.7     	280.000000	688.709   	280.000000	831.553   	
290.000000	79412.6   	290.000000	78477.1   	290.000000	79578.6   	290.000000	79901.8   	290.000000	79578.1   	290.000000	550.686   	290.000000	257.476   	290.000000	842.167   	290.000000	727.95    	290.000000	881.041   	
300.000000	83966.7   	300.000000	82976.1   	300.000000	84145.4   	300.000000	84493.4   	300.000000	84144.8   	300.000000	579.629   	300.000000	271.2     	300.000000	888.325   	300.000000	767.839   	300.000000	931.456   	
