! 14C range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
0.040000	1.3255    	0.040000	1.28556   	0.040000	1.1606    	0.040000	1.1606    	0.040000	1.16058   	0.040000	0.0142254 	0.040000	0.0142254 	0.040000	0.0882809 	0.040000	0.124772  	0.040000	0.0753421 	
0.045000	1.4137    	0.045000	1.37099   	0.045000	1.24651   	0.045000	1.24651   	0.045000	1.24649   	0.045000	0.0148561 	0.045000	0.0148561 	0.045000	0.0984906 	0.045000	0.138876  	0.045000	0.0842016 	
0.050000	1.49598   	0.050000	1.45067   	0.050000	1.32742   	0.050000	1.32742   	0.050000	1.3274    	0.050000	0.0154201 	0.050000	0.0152265 	0.050000	0.107931  	0.050000	0.151884  	0.050000	0.0924074 	
0.055000	1.57358   	0.055000	1.52582   	0.055000	1.40424   	0.055000	1.40424   	0.055000	1.40422   	0.055000	0.0159314 	0.055000	0.0154567 	0.055000	0.115859  	0.055000	0.16278   	0.055000	0.0993105 	
0.060000	1.64745   	0.060000	1.59737   	0.060000	1.47767   	0.060000	1.47767   	0.060000	1.47766   	0.060000	0.0164011 	0.060000	0.0156699 	0.060000	0.122687  	0.060000	0.172139  	0.060000	0.105266  	
0.070000	1.78681   	0.070000	1.73234   	0.070000	1.61656   	0.070000	1.61656   	0.070000	1.61655   	0.070000	0.0172467 	0.070000	0.0160595 	0.070000	0.134027  	0.070000	0.187286  	0.070000	0.115181  	
0.080000	1.91823   	0.080000	1.85962   	0.080000	1.74744   	0.080000	1.74744   	0.080000	1.74742   	0.080000	0.0180045 	0.080000	0.0164157 	0.080000	0.143331  	0.080000	0.199568  	0.080000	0.123342  	
0.090000	2.04436   	0.090000	1.98177   	0.090000	1.87258   	0.090000	1.87258   	0.090000	1.87256   	0.090000	0.0187042 	0.090000	0.0167513 	0.090000	0.151386  	0.090000	0.21006   	0.090000	0.130429  	
0.100000	2.16675   	0.100000	2.1003    	0.100000	1.99357   	0.100000	1.99357   	0.100000	1.99355   	0.100000	0.0193654 	0.100000	0.0170747 	0.100000	0.158381  	0.100000	0.219092  	0.100000	0.136604  	
0.120000	2.40457   	0.120000	2.33062   	0.120000	2.22735   	0.120000	2.22735   	0.120000	2.22733   	0.120000	0.0206214 	0.120000	0.0177061 	0.120000	0.17054   	0.120000	0.234635  	0.120000	0.147382  	
0.140000	2.63744   	0.140000	2.55616   	0.140000	2.45472   	0.140000	2.45472   	0.140000	2.45471   	0.140000	0.0218371 	0.140000	0.0183386 	0.140000	0.181052  	0.140000	0.247929  	0.140000	0.156749  	
0.160000	2.8682    	0.160000	2.77965   	0.160000	2.67899   	0.160000	2.67899   	0.160000	2.67898   	0.160000	0.0230445 	0.160000	0.0189864 	0.160000	0.190526  	0.160000	0.259798  	0.160000	0.16523   	
0.180000	3.09898   	0.180000	3.00315   	0.180000	2.90202   	0.180000	2.90202   	0.180000	2.90201   	0.180000	0.0242595 	0.180000	0.0196566 	0.180000	0.199195  	0.180000	0.270581  	0.180000	0.173024  	
0.200000	3.33064   	0.200000	3.22752   	0.200000	3.12489   	0.200000	3.12489   	0.200000	3.12487   	0.200000	0.0254892 	0.200000	0.020352  	0.200000	0.207416  	0.200000	0.28072   	0.200000	0.180439  	
0.250000	3.91427   	0.250000	3.79275   	0.250000	3.68471   	0.250000	3.68471   	0.250000	3.68469   	0.250000	0.0286381 	0.250000	0.0221998 	0.250000	0.226109  	0.250000	0.303511  	0.250000	0.1974    	
0.300000	4.50163   	0.300000	4.3616    	0.300000	4.25084   	0.300000	4.25084   	0.300000	4.25082   	0.300000	0.0318791 	0.300000	0.0241831 	0.300000	0.243321  	0.300000	0.324137  	0.300000	0.21312   	
0.350000	5.08423   	0.350000	4.92584   	0.350000	4.82416   	0.350000	4.82416   	0.350000	4.82414   	0.350000	0.0351847 	0.350000	0.0262707 	0.350000	0.259473  	0.350000	0.343199  	0.350000	0.22795   	
0.400000	5.66641   	0.400000	5.48967   	0.400000	5.40473   	0.400000	5.40473   	0.400000	5.40471   	0.400000	0.0385329 	0.400000	0.0284357 	0.400000	0.274811  	0.400000	0.361043  	0.400000	0.242101  	
0.450000	6.2522    	0.450000	6.057     	0.450000	5.98931   	0.450000	5.98931   	0.450000	5.98929   	0.450000	0.0418576 	0.450000	0.0306239 	0.450000	0.289563  	0.450000	0.378011  	0.450000	0.255758  	
0.500000	6.84222   	0.500000	6.62843   	0.500000	6.5772    	0.500000	6.5772    	0.500000	6.57718   	0.500000	0.0451456 	0.500000	0.032817  	0.500000	0.303737  	0.500000	0.394166  	0.500000	0.268928  	
0.600000	8.03054   	0.600000	7.77929   	0.600000	7.76764   	0.600000	7.76764   	0.600000	7.76762   	0.600000	0.0516919 	0.600000	0.0372439 	0.600000	0.331039  	0.600000	0.424909  	0.600000	0.294398  	
0.700000	9.23745   	0.700000	8.94818   	0.700000	8.9843    	0.700000	8.9843    	0.700000	8.98428   	0.700000	0.0583048 	0.700000	0.0417676 	0.700000	0.357315  	0.700000	0.454137  	0.700000	0.319031  	
0.800000	10.4679   	0.800000	10.1399   	0.800000	10.2338   	0.800000	10.2338   	0.800000	10.2337   	0.800000	0.0650824 	0.800000	0.0464327 	0.800000	0.383005  	0.800000	0.482466  	0.800000	0.343207  	
0.900000	11.7275   	0.900000	11.3597   	0.900000	11.5181   	0.900000	11.5181   	0.900000	11.5181   	0.900000	0.0720502 	0.900000	0.0512421 	0.900000	0.408394  	0.900000	0.510259  	0.900000	0.367163  	
1.000000	13.0173   	1.000000	12.6089   	1.000000	12.8387   	1.000000	12.8387   	1.000000	12.8387   	1.000000	0.0792259 	1.000000	0.0561976 	1.000000	0.4335    	1.000000	0.537613  	1.000000	0.390919  	
1.250000	16.3955   	1.250000	15.8806   	1.250000	16.3055   	1.250000	16.3055   	1.250000	16.3055   	1.250000	0.0981638 	1.250000	0.0693883 	1.250000	0.496075  	1.250000	0.605283  	1.250000	0.450304  	
1.500000	20.0478   	1.500000	19.4179   	1.500000	20.0293   	1.500000	20.0293   	1.500000	20.0293   	1.500000	0.118834  	1.500000	0.0845515 	1.500000	0.559273  	1.500000	0.673121  	1.500000	0.510495  	
1.750000	23.9909   	1.750000	23.2367   	1.750000	24.0133   	1.750000	24.0133   	1.750000	24.0133   	1.750000	0.141253  	1.750000	0.101342  	1.750000	0.623841  	1.750000	0.741964  	1.750000	0.572135  	
2.000000	28.2333   	2.000000	27.3454   	2.000000	28.254    	2.000000	28.254    	2.000000	28.254    	2.000000	0.165359  	2.000000	0.119416  	2.000000	0.690041  	2.000000	0.812144  	2.000000	0.635443  	
2.250000	32.7911   	2.250000	31.7596   	2.250000	32.7495   	2.250000	32.7495   	2.250000	32.7494   	2.250000	0.191132  	2.250000	0.1386    	2.250000	0.75214   	2.250000	0.883909  	2.250000	0.69501   	
2.500000	37.6456   	2.500000	36.4654   	2.500000	37.4982   	2.500000	37.4982   	2.500000	37.4982   	2.500000	0.218566  	2.500000	0.158798  	2.500000	0.804564  	2.500000	0.957413  	2.500000	0.745503  	
3.000000	47.7099   	3.000000	46.7108   	3.000000	47.7509   	3.000000	47.7509   	3.000000	47.7509   	3.000000	0.278414  	3.000000	0.202035  	3.000000	0.917422  	3.000000	1.08597   	3.000000	0.854117  	
3.500000	58.807    	3.500000	58.0235   	3.500000	59.0024   	3.500000	59.0024   	3.500000	59.0023   	3.500000	0.344894  	3.500000	0.248898  	3.500000	1.04063   	3.500000	1.21654   	3.500000	0.972674  	
4.000000	70.9302   	4.000000	70.3695   	4.000000	71.242    	4.000000	71.242    	4.000000	71.242    	4.000000	0.417972  	4.000000	0.299268  	4.000000	1.17391   	4.000000	1.35701   	4.000000	1.10097   	
4.500000	84.0708   	4.500000	83.7182   	4.500000	84.4589   	4.500000	84.4589   	4.500000	84.4588   	4.500000	0.497599  	4.500000	0.353029  	4.500000	1.31701   	4.500000	1.50694   	4.500000	1.2388    	
5.000000	98.2194   	5.000000	98.047    	5.000000	98.6417   	5.000000	98.6417   	5.000000	98.6416   	5.000000	0.583714  	5.000000	0.410089  	5.000000	1.46972   	5.000000	1.666     	5.000000	1.38601   	
5.500000	113.366   	5.500000	113.338   	5.500000	113.78    	5.500000	113.78    	5.500000	113.779   	5.500000	0.67625   	5.500000	0.470381  	5.500000	1.63184   	5.500000	1.83388   	5.500000	1.54238   	
6.000000	129.502   	6.000000	129.577   	6.000000	129.862   	6.000000	129.862   	6.000000	129.861   	6.000000	0.77514   	6.000000	0.533842  	6.000000	1.80323   	6.000000	2.01037   	6.000000	1.70782   	
6.500000	146.618   	6.500000	146.75    	6.500000	146.878   	6.500000	146.878   	6.500000	146.878   	6.500000	0.880318  	6.500000	0.60041   	6.500000	1.98371   	6.500000	2.19525   	6.500000	1.88217   	
7.000000	164.704   	7.000000	164.846   	7.000000	164.818   	7.000000	164.818   	7.000000	164.818   	7.000000	0.991719  	7.000000	0.670031  	7.000000	2.17319   	7.000000	2.38836   	7.000000	2.06532   	
7.500000	183.752   	7.500000	183.854   	7.500000	183.673   	7.500000	183.673   	7.500000	183.673   	7.500000	1.10928   	7.500000	0.742655  	7.500000	2.37153   	7.500000	2.58952   	7.500000	2.25717   	
8.000000	203.753   	8.000000	203.764   	8.000000	203.435   	8.000000	203.435   	8.000000	203.434   	8.000000	1.23295   	8.000000	0.818236  	8.000000	2.57863   	8.000000	2.79861   	8.000000	2.45761   	
8.500000	224.7     	8.500000	224.568   	8.500000	224.094   	8.500000	224.094   	8.500000	224.093   	8.500000	1.36267   	8.500000	0.89673   	8.500000	2.7944    	8.500000	3.0155    	8.500000	2.66656   	
9.000000	246.584   	9.000000	246.256   	9.000000	245.642   	9.000000	245.642   	9.000000	245.642   	9.000000	1.49838   	9.000000	0.978099  	9.000000	3.01874   	9.000000	3.24006   	9.000000	2.88394   	
9.500000	269.399   	9.500000	268.82    	9.500000	268.073   	9.500000	268.073   	9.500000	268.073   	9.500000	1.64004   	9.500000	1.0623    	9.500000	3.25158   	9.500000	3.4722    	9.500000	3.10967   	
10.000000	293.136   	10.000000	292.249   	10.000000	291.379   	10.000000	291.379   	10.000000	291.379   	10.000000	1.7876    	10.000000	1.14931   	10.000000	3.49283   	10.000000	3.71182   	10.000000	3.34367   	
11.000000	343.351   	11.000000	341.482   	11.000000	340.628   	11.000000	340.607   	11.000000	340.621   	11.000000	2.10085   	11.000000	1.33196   	11.000000	4.00073   	11.000000	4.21354   	11.000000	3.83665   	
12.000000	397.176   	12.000000	394.135   	12.000000	393.389   	12.000000	393.31    	12.000000	393.366   	12.000000	2.43855   	12.000000	1.52628   	12.000000	4.54253   	12.000000	4.74513   	12.000000	4.36302   	
13.000000	454.562   	13.000000	450.183   	13.000000	449.634   	13.000000	449.462   	13.000000	449.588   	13.000000	2.80065   	13.000000	1.7321    	13.000000	5.11807   	13.000000	5.3063    	13.000000	4.92263   	
14.000000	515.461   	14.000000	509.602   	14.000000	509.334   	14.000000	509.04    	14.000000	509.262   	14.000000	3.18707   	14.000000	1.94929   	14.000000	5.72719   	14.000000	5.89676   	14.000000	5.51534   	
15.000000	579.828   	15.000000	572.365   	15.000000	572.467   	15.000000	572.022   	15.000000	572.367   	15.000000	3.59776   	15.000000	2.17787   	15.000000	6.36977   	15.000000	6.51628   	15.000000	6.14105   	
16.000000	647.623   	16.000000	638.446   	16.000000	639.012   	16.000000	638.391   	16.000000	638.882   	16.000000	4.03266   	16.000000	2.41781   	16.000000	7.04568   	16.000000	7.16464   	16.000000	6.79969   	
17.000000	718.804   	17.000000	707.82    	17.000000	708.948   	17.000000	708.128   	17.000000	708.789   	17.000000	4.49174   	17.000000	2.66895   	17.000000	7.75483   	17.000000	7.84167   	17.000000	7.49116   	
18.000000	793.335   	18.000000	780.459   	18.000000	782.256   	18.000000	781.22    	18.000000	782.07    	18.000000	4.97495   	18.000000	2.93119   	18.000000	8.49715   	18.000000	8.54718   	18.000000	8.21542   	
19.000000	871.178   	19.000000	856.339   	19.000000	858.924   	19.000000	857.651   	19.000000	858.711   	19.000000	5.48227   	19.000000	3.20449   	19.000000	9.27253   	19.000000	9.281     	19.000000	8.9724    	
20.000000	952.299   	20.000000	935.433   	20.000000	938.936   	20.000000	937.41    	20.000000	938.696   	20.000000	6.01367   	20.000000	3.48892   	20.000000	10.0809   	20.000000	10.043    	20.000000	9.76206   	
21.000000	1036.66   	21.000000	1017.72   	21.000000	1022.28   	21.000000	1020.48   	21.000000	1022.01   	21.000000	6.56914   	21.000000	3.78451   	21.000000	10.9223   	21.000000	10.8331   	21.000000	10.5844   	
22.000000	1124.24   	22.000000	1103.17   	22.000000	1108.93   	22.000000	1106.86   	22.000000	1108.65   	22.000000	7.14864   	22.000000	4.09119   	22.000000	11.7965   	22.000000	11.6511   	22.000000	11.4393   	
23.000000	1215      	23.000000	1191.76   	23.000000	1198.89   	23.000000	1196.54   	23.000000	1198.59   	23.000000	7.75217   	23.000000	4.40882   	23.000000	12.7036   	23.000000	12.4969   	23.000000	12.3268   	
24.000000	1308.92   	24.000000	1283.47   	24.000000	1292.15   	24.000000	1289.5    	24.000000	1291.82   	24.000000	8.37971   	24.000000	4.73737   	24.000000	13.6435   	24.000000	13.3705   	24.000000	13.247    	
25.000000	1405.95   	25.000000	1378.28   	25.000000	1388.69   	25.000000	1385.74   	25.000000	1388.35   	25.000000	9.03126   	25.000000	5.07684   	25.000000	14.6163   	25.000000	14.2718   	25.000000	14.1997   	
27.000000	1609.29   	27.000000	1577.09   	27.000000	1591.58   	27.000000	1588      	27.000000	1591.2    	27.000000	10.4062   	27.000000	5.78826   	27.000000	16.6599   	27.000000	16.1568   	27.000000	16.2027   	
29.000000	1824.81   	29.000000	1788.03   	29.000000	1807.49   	29.000000	1803.28   	29.000000	1807.07   	29.000000	11.8769   	29.000000	6.54248   	29.000000	18.8341   	29.000000	18.1514   	29.000000	18.3359   	
31.000000	2052.3    	31.000000	2010.91   	31.000000	2036.2    	31.000000	2031.39   	31.000000	2035.75   	31.000000	13.4407   	31.000000	7.33855   	31.000000	21.1372   	31.000000	20.2536   	31.000000	20.5976   	
33.000000	2291.59   	33.000000	2245.59   	33.000000	2276.9    	33.000000	2271.55   	33.000000	2276.42   	33.000000	15.0827   	33.000000	8.16907   	33.000000	23.5594   	33.000000	22.4547   	33.000000	22.9783   	
35.000000	2542.49   	35.000000	2491.91   	35.000000	2529.29   	35.000000	2523.48   	35.000000	2528.79   	35.000000	16.8002   	35.000000	9.03217   	35.000000	26.0973   	35.000000	24.7516   	35.000000	25.4752   	
38.000000	2940.26   	38.000000	2882.89   	38.000000	2929.47   	38.000000	2923.1    	38.000000	2928.92   	38.000000	19.5168   	38.000000	10.3872   	38.000000	30.1177   	38.000000	28.3729   	38.000000	29.435    	
41.000000	3363.27   	41.000000	3299.23   	41.000000	3355.08   	41.000000	3348.35   	41.000000	3354.51   	41.000000	22.3997   	41.000000	11.8144   	41.000000	34.389    	41.000000	32.2005   	41.000000	33.6475   	
44.000000	3811.02   	44.000000	3740.5    	44.000000	3805.66   	44.000000	3798.74   	44.000000	3805.08   	44.000000	25.446    	44.000000	13.3119   	44.000000	38.9058   	44.000000	36.2292   	44.000000	38.1081   	
47.000000	4283.04   	47.000000	4206.24   	47.000000	4280.78   	47.000000	4273.83   	47.000000	4280.19   	47.000000	28.653    	47.000000	14.8793   	47.000000	43.6632   	47.000000	40.4544   	47.000000	42.8123   	
50.000000	4778.9    	50.000000	4696.05   	50.000000	4779.98   	50.000000	4773.19   	50.000000	4779.41   	50.000000	32.0174   	50.000000	16.5141   	50.000000	48.6563   	50.000000	44.8716   	50.000000	47.756    	
55.000000	5657.17   	55.000000	5564.81   	55.000000	5664.48   	55.000000	5658.3    	55.000000	5663.96   	55.000000	37.9667   	55.000000	19.3852   	55.000000	57.4896   	55.000000	52.6498   	55.000000	56.517    	
60.000000	6598.73   	60.000000	6497.56   	60.000000	6613.1    	60.000000	6607.98   	60.000000	6612.63   	60.000000	44.3312   	60.000000	22.4348   	60.000000	66.9453   	60.000000	60.9331   	60.000000	65.9152   	
65.000000	7601.93   	65.000000	7492.66   	65.000000	7624.31   	65.000000	7620.57   	65.000000	7623.81   	65.000000	51.0973   	65.000000	25.6547   	65.000000	77.0047   	65.000000	69.7056   	65.000000	75.9348   	
70.000000	8665.24   	70.000000	8548.56   	70.000000	8696.47   	70.000000	8694.55   	70.000000	8695.97   	70.000000	58.2518   	70.000000	29.0422   	70.000000	87.6504   	70.000000	78.9526   	70.000000	86.5607   	
75.000000	9787.23   	75.000000	9663.79   	75.000000	9828.16   	75.000000	9828.48   	75.000000	9827.68   	75.000000	65.7822   	75.000000	32.5919   	75.000000	98.8658   	75.000000	88.6606   	75.000000	97.7787   	
80.000000	10966.6   	80.000000	10836.9   	80.000000	11018.1   	80.000000	11021     	80.000000	11017.6   	80.000000	73.6761   	80.000000	36.2957   	80.000000	110.635   	80.000000	98.8166   	80.000000	109.576   	
85.000000	12202     	85.000000	12066.7   	85.000000	12264.8   	85.000000	12270.8   	85.000000	12264.4   	85.000000	81.9219   	85.000000	40.1521   	85.000000	122.944   	85.000000	109.409   	85.000000	121.939   	
90.000000	13492.4   	90.000000	13351.8   	90.000000	13567.2   	90.000000	13576.6   	90.000000	13566.8   	90.000000	90.5084   	90.000000	44.157    	90.000000	135.777   	90.000000	120.426   	90.000000	134.856   	
95.000000	14836.6   	95.000000	14691     	95.000000	14924.1   	95.000000	14937.3   	95.000000	14923.7   	95.000000	99.4246   	95.000000	48.3037   	95.000000	149.121   	95.000000	131.857   	95.000000	148.315   	
100.000000	16233.5   	100.000000	16083.1   	100.000000	16334.3   	100.000000	16351.7   	100.000000	16334     	100.000000	108.66    	100.000000	52.5893   	100.000000	162.963   	100.000000	143.692   	100.000000	162.305   	
105.000000	17682.2   	105.000000	17527.1   	105.000000	17796.9   	105.000000	17818.7   	105.000000	17796.5   	105.000000	118.205   	105.000000	57.0099   	105.000000	177.289   	105.000000	155.921   	105.000000	176.816   	
110.000000	19181.7   	110.000000	19021.8   	110.000000	19310.7   	110.000000	19337.3   	110.000000	19310.2   	110.000000	128.049   	110.000000	61.5626   	110.000000	192.089   	110.000000	168.535   	110.000000	191.836   	
115.000000	20731     	115.000000	20566.2   	115.000000	20874.5   	115.000000	20906.4   	115.000000	20874.2   	115.000000	138.184   	115.000000	66.2428   	115.000000	207.349   	115.000000	181.525   	115.000000	207.356   	
120.000000	22329.3   	120.000000	22159.3   	120.000000	22487.6   	120.000000	22525.1   	120.000000	22487.3   	120.000000	148.6     	120.000000	71.0447   	120.000000	223.059   	120.000000	194.881   	120.000000	223.366   	
125.000000	23975.8   	125.000000	23800.1   	125.000000	24149     	125.000000	24192.5   	125.000000	24148.7   	125.000000	159.288   	125.000000	75.969    	125.000000	239.207   	125.000000	208.596   	125.000000	239.856   	
130.000000	25669.6   	130.000000	25487.7   	130.000000	25857.7   	130.000000	25907.6   	130.000000	25857.5   	130.000000	170.24    	130.000000	81.0099   	130.000000	255.782   	130.000000	222.663   	130.000000	256.817   	
135.000000	27410     	135.000000	27221.2   	135.000000	27613     	135.000000	27669.5   	135.000000	27612.8   	135.000000	181.448   	135.000000	86.1655   	135.000000	272.775   	135.000000	237.072   	135.000000	274.241   	
140.000000	29196.2   	140.000000	28999.8   	140.000000	29414     	140.000000	29477.3   	140.000000	29413.7   	140.000000	192.904   	140.000000	91.4354   	140.000000	290.175   	140.000000	251.817   	140.000000	292.118   	
145.000000	31027.6   	145.000000	30822.4   	145.000000	31259.7   	145.000000	31330.3   	145.000000	31259.4   	145.000000	204.6     	145.000000	96.8134   	145.000000	307.973   	145.000000	266.891   	145.000000	310.44    	
150.000000	32903.3   	150.000000	32688.5   	150.000000	33149.4   	150.000000	33227.6   	150.000000	33149.1   	150.000000	216.529   	150.000000	102.296   	150.000000	326.158   	150.000000	282.286   	150.000000	329.199   	
155.000000	34849.2   	155.000000	34597     	155.000000	35082.4   	155.000000	35168.5   	155.000000	35082     	155.000000	228.683   	155.000000	107.883   	155.000000	344.722   	155.000000	297.996   	155.000000	348.387   	
160.000000	36837.4   	160.000000	36547.4   	160.000000	37057.8   	160.000000	37152.1   	160.000000	37057.4   	160.000000	241.056   	160.000000	113.57    	160.000000	363.655   	160.000000	314.014   	160.000000	367.996   	
165.000000	38866.1   	165.000000	38538.7   	165.000000	39074.9   	165.000000	39177.7   	165.000000	39074.4   	165.000000	253.642   	165.000000	119.356   	165.000000	382.95    	165.000000	330.334   	165.000000	388.018   	
170.000000	40934.6   	170.000000	40570.3   	170.000000	41132.9   	170.000000	41244.6   	170.000000	41132.4   	170.000000	266.433   	170.000000	125.239   	170.000000	402.597   	170.000000	346.95    	170.000000	408.447   	
175.000000	43042.3   	175.000000	42641.5   	175.000000	43231.2   	175.000000	43352.1   	175.000000	43230.7   	175.000000	279.423   	175.000000	131.216   	175.000000	422.588   	175.000000	363.856   	175.000000	429.273   	
180.000000	45188.4   	180.000000	44751.6   	180.000000	45369.1   	180.000000	45499.5   	180.000000	45368.5   	180.000000	292.605   	180.000000	137.286   	180.000000	442.915   	180.000000	381.045   	180.000000	450.492   	
185.000000	47372.4   	185.000000	46899.9   	185.000000	47545.9   	185.000000	47686     	185.000000	47545.3   	185.000000	305.975   	185.000000	143.447   	185.000000	463.571   	185.000000	398.513   	185.000000	472.096   	
190.000000	49593.7   	190.000000	49085.7   	190.000000	49760.9   	190.000000	49911.1   	190.000000	49760.2   	190.000000	319.527   	190.000000	149.694   	190.000000	484.547   	190.000000	416.253   	190.000000	494.077   	
195.000000	51851.5   	195.000000	51308.4   	195.000000	52013.6   	195.000000	52174.2   	195.000000	52012.8   	195.000000	333.253   	195.000000	156.024   	195.000000	505.837   	195.000000	434.261   	195.000000	516.429   	
200.000000	54145.3   	200.000000	53567.4   	200.000000	54303.2   	200.000000	54474.5   	200.000000	54302.4   	200.000000	347.151   	200.000000	162.439   	200.000000	527.433   	200.000000	452.531   	200.000000	539.147   	
210.000000	58838.6   	210.000000	58191.8   	210.000000	58990.9   	210.000000	59184.5   	210.000000	58990.1   	210.000000	375.434   	210.000000	175.514   	210.000000	571.514   	210.000000	489.837   	210.000000	585.65    	
220.000000	63669.2   	220.000000	62954.3   	220.000000	63819.4   	220.000000	64036.5   	220.000000	63818.7   	220.000000	404.337   	220.000000	188.902   	220.000000	616.737   	220.000000	528.131   	220.000000	633.538   	
230.000000	68632.9   	230.000000	67850.3   	230.000000	68784.1   	230.000000	69025.9   	230.000000	68783.5   	230.000000	433.82    	230.000000	202.596   	230.000000	663.051   	230.000000	567.376   	230.000000	682.764   	
240.000000	73725.5   	240.000000	72875.6   	240.000000	73880.8   	240.000000	74148.4   	240.000000	73880.3   	240.000000	463.849   	240.000000	216.573   	240.000000	710.404   	240.000000	607.537   	240.000000	733.282   	
250.000000	78943.3   	250.000000	78026.2   	250.000000	79105.3   	250.000000	79399.8   	250.000000	79105     	250.000000	494.387   	250.000000	230.823   	250.000000	758.752   	250.000000	648.579   	250.000000	785.049   	
260.000000	84282.7   	260.000000	83298.1   	260.000000	84453.6   	260.000000	84776.2   	260.000000	84453.6   	260.000000	525.404   	260.000000	245.337   	260.000000	808.048   	260.000000	690.469   	260.000000	838.023   	
270.000000	89740     	270.000000	88687.7   	270.000000	89922.6   	270.000000	90273.7   	270.000000	89922.4   	270.000000	556.869   	270.000000	260.104   	270.000000	858.251   	270.000000	733.176   	270.000000	892.164   	
280.000000	95312     	280.000000	94191.4   	280.000000	95508.1   	280.000000	95888.7   	280.000000	95507.7   	280.000000	588.752   	280.000000	275.117   	280.000000	909.318   	280.000000	776.671   	280.000000	947.432   	
290.000000	100995    	290.000000	99805.7   	290.000000	101207    	290.000000	101618    	290.000000	101206    	290.000000	621.027   	290.000000	290.365   	290.000000	961.212   	290.000000	820.924   	290.000000	1003.79   	
300.000000	106787    	300.000000	105527    	300.000000	107015    	300.000000	107457    	300.000000	107014    	300.000000	653.667   	300.000000	305.841   	300.000000	1013.89   	300.000000	865.908   	300.000000	1061.21   	
