! 12B range in Si
! apply ZOOM for details
Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - Range straggling - method [0] - LISE	Energy (MeV/u)7	6 - Range straggling - method [1] - Atima	Energy (MeV/u)8	7 - Lateral range - method [0] - LISE	Energy (MeV/u)9	8 - Lateral range - method [1] - Atima	Energy (MeV/u)10	9 - Lateral range - method [2] - PDG	
24.000000	1608.47   	24.000000	1575.55   	24.000000	1585.99   	24.000000	1583.83   	24.000000	1585.82   	24.000000	11.1484   	24.000000	6.29906   	24.000000	18.1309   	24.000000	17.5264   	24.000000	17.5769   	
25.000000	1728.29   	25.000000	1692.63   	25.000000	1705.19   	25.000000	1702.8    	25.000000	1705.01   	25.000000	12.0183   	25.000000	6.75173   	25.000000	19.4426   	25.000000	18.7269   	25.000000	18.8586   	
27.000000	1979.41   	27.000000	1938.17   	27.000000	1955.72   	27.000000	1952.86   	27.000000	1955.52   	27.000000	13.8536   	27.000000	7.7005    	27.000000	22.1992   	27.000000	21.2383   	27.000000	21.5537   	
29.000000	2245.58   	29.000000	2198.7    	29.000000	2222.34   	29.000000	2219.02   	29.000000	2222.13   	29.000000	15.8165   	29.000000	8.70687   	29.000000	25.1325   	29.000000	23.8961   	29.000000	24.4244   	
31.000000	2526.56   	31.000000	2474.01   	31.000000	2504.79   	31.000000	2501.07   	31.000000	2504.58   	31.000000	17.9035   	31.000000	9.76831   	31.000000	28.2403   	31.000000	26.6977   	31.000000	27.4683   	
33.000000	2822.13   	33.000000	2763.9    	33.000000	2802.07   	33.000000	2798.01   	33.000000	2801.85   	33.000000	20.0947   	33.000000	10.8752   	33.000000	31.5092   	33.000000	29.6314   	33.000000	30.6729   	
35.000000	3132.06   	35.000000	3068.18   	35.000000	3113.81   	35.000000	3109.48   	35.000000	3113.58   	35.000000	22.3867   	35.000000	12.0261   	35.000000	34.9349   	35.000000	32.6933   	35.000000	34.0341   	
38.000000	3623.43   	38.000000	3551.18   	38.000000	3608.08   	38.000000	3603.54   	38.000000	3607.88   	38.000000	26.012    	38.000000	13.8337   	38.000000	40.3622   	38.000000	37.5213   	38.000000	39.365    	
41.000000	4145.98   	41.000000	4065.54   	41.000000	4133.82   	41.000000	4129.24   	41.000000	4133.66   	41.000000	29.8592   	41.000000	15.7361   	41.000000	46.1293   	41.000000	42.6249   	41.000000	45.0367   	
44.000000	4699.12   	44.000000	4610.69   	44.000000	4690.47   	44.000000	4686      	44.000000	4690.34   	44.000000	33.9248   	44.000000	17.7323   	44.000000	52.2287   	44.000000	47.9973   	44.000000	51.0429   	
47.000000	5282.25   	47.000000	5186.09   	47.000000	5277.52   	47.000000	5273.26   	47.000000	5277.36   	47.000000	38.2047   	47.000000	19.8219   	47.000000	58.6537   	47.000000	53.6322   	47.000000	57.3775   	
50.000000	5894.83   	50.000000	5791.23   	50.000000	5894.36   	50.000000	5890.51   	50.000000	5894.2    	50.000000	42.6951   	50.000000	22.0013   	50.000000	65.3976   	50.000000	59.5239   	50.000000	64.035    	
55.000000	6979.89   	55.000000	6864.54   	55.000000	6987.32   	55.000000	6984.53   	55.000000	6987.21   	55.000000	50.6355   	55.000000	25.8293   	55.000000	77.3299   	55.000000	69.8993   	55.000000	75.8337   	
60.000000	8143.13   	60.000000	8016.93   	60.000000	8159.71   	60.000000	8158.28   	60.000000	8159.54   	60.000000	59.1306   	60.000000	29.8955   	60.000000	90.1043   	60.000000	80.9496   	60.000000	88.4913   	
65.000000	9382.54   	65.000000	9246.35   	65.000000	9409.34   	65.000000	9409.75   	65.000000	9409.18   	65.000000	68.1622   	65.000000	34.189    	65.000000	103.696   	65.000000	92.6536   	65.000000	101.986   	
70.000000	10696.2   	70.000000	10550.9   	70.000000	10734.4   	70.000000	10737.1   	70.000000	10734.2   	70.000000	77.7127   	70.000000	38.7052   	70.000000	118.081   	70.000000	104.992   	70.000000	116.298   	
75.000000	12082.4   	75.000000	11928.7   	75.000000	12133.1   	75.000000	12138.4   	75.000000	12132.9   	75.000000	87.7653   	75.000000	43.4356   	75.000000	133.237   	75.000000	117.946   	75.000000	131.408   	
80.000000	13539.5   	80.000000	13378.1   	80.000000	13603.7   	80.000000	13612.1   	80.000000	13603.6   	80.000000	98.3037   	80.000000	48.3761   	80.000000	149.142   	80.000000	131.499   	80.000000	147.298   	
85.000000	15065.8   	85.000000	14897.5   	85.000000	15144.7   	85.000000	15156.6   	85.000000	15144.7   	85.000000	109.312   	85.000000	53.5164   	85.000000	165.778   	85.000000	145.634   	85.000000	163.951   	
90.000000	16660.1   	90.000000	16485.2   	90.000000	16754.5   	90.000000	16770.3   	90.000000	16754.5   	90.000000	120.776   	90.000000	58.8553   	90.000000	183.123   	90.000000	160.338   	90.000000	181.351   	
95.000000	18320.8   	95.000000	18139.7   	95.000000	18431.7   	95.000000	18451.7   	95.000000	18431.8   	95.000000	132.68    	95.000000	64.3869   	95.000000	201.16    	95.000000	175.594   	95.000000	199.481   	
100.000000	20046.6   	100.000000	19859.7   	100.000000	20174.9   	100.000000	20199.5   	100.000000	20175     	100.000000	145.011   	100.000000	70.1036   	100.000000	219.87    	100.000000	191.391   	100.000000	218.327   	
105.000000	21836.5   	105.000000	21643.7   	105.000000	21982.7   	105.000000	22012.3   	105.000000	21982.9   	105.000000	157.756   	105.000000	75.9977   	105.000000	239.237   	105.000000	207.714   	105.000000	237.873   	
110.000000	23689     	110.000000	23490.4   	110.000000	23853.8   	110.000000	23888.8   	110.000000	23854.1   	110.000000	170.9     	110.000000	82.0636   	110.000000	259.244   	110.000000	224.55    	110.000000	258.106   	
115.000000	25603.2   	115.000000	25398.4   	115.000000	25787     	115.000000	25827.8   	115.000000	25787.4   	115.000000	184.433   	115.000000	88.3021   	115.000000	279.874   	115.000000	241.889   	115.000000	279.013   	
120.000000	27577.9   	120.000000	27366.7   	120.000000	27781.1   	120.000000	27828     	120.000000	27781.6   	120.000000	198.341   	120.000000	94.7076   	120.000000	301.113   	120.000000	259.719   	120.000000	300.579   	
125.000000	29612.1   	125.000000	29393.9   	125.000000	29835.1   	125.000000	29888.3   	125.000000	29835.6   	125.000000	212.613   	125.000000	101.271   	125.000000	322.945   	125.000000	278.028   	125.000000	322.793   	
130.000000	31704.8   	130.000000	31478.9   	130.000000	31947.8   	130.000000	32007.5   	130.000000	31948.1   	130.000000	227.238   	130.000000	107.994   	130.000000	345.355   	130.000000	296.806   	130.000000	345.641   	
135.000000	33855     	135.000000	33620.6   	135.000000	34117.9   	135.000000	34184.6   	135.000000	34118.1   	135.000000	242.205   	135.000000	114.871   	135.000000	368.331   	135.000000	316.043   	135.000000	369.112   	
140.000000	36061.8   	140.000000	35818     	140.000000	36344.4   	140.000000	36418.4   	140.000000	36344.6   	140.000000	257.504   	140.000000	121.894   	140.000000	391.857   	140.000000	335.728   	140.000000	393.195   	
145.000000	38324.4   	145.000000	38069.9   	145.000000	38626.3   	145.000000	38708.1   	145.000000	38626.4   	145.000000	273.123   	145.000000	129.062   	145.000000	415.922   	145.000000	355.852   	145.000000	417.877   	
150.000000	40641.9   	150.000000	40375.3   	150.000000	40962.5   	150.000000	41052.4   	150.000000	40962.7   	150.000000	289.054   	150.000000	136.37    	150.000000	440.511   	150.000000	376.406   	150.000000	443.147   	
155.000000	43046     	155.000000	42733.3   	155.000000	43352.2   	155.000000	43450.6   	155.000000	43352.5   	155.000000	305.286   	155.000000	143.816   	155.000000	465.613   	155.000000	397.381   	155.000000	468.995   	
160.000000	45502.4   	160.000000	45142.9   	160.000000	45794.3   	160.000000	45901.5   	160.000000	45794.7   	160.000000	321.811   	160.000000	151.397   	160.000000	491.216   	160.000000	418.768   	160.000000	495.411   	
165.000000	48008.8   	165.000000	47603.2   	165.000000	48288.1   	165.000000	48404.4   	165.000000	48288.5   	165.000000	338.619   	165.000000	159.109   	165.000000	517.307   	165.000000	440.558   	165.000000	522.383   	
170.000000	50564.4   	170.000000	50113.2   	170.000000	50832.7   	170.000000	50958.3   	170.000000	50833     	170.000000	355.702   	170.000000	166.951   	170.000000	543.875   	170.000000	462.744   	170.000000	549.902   	
175.000000	53168.4   	175.000000	52672.1   	175.000000	53427.1   	175.000000	53562.3   	175.000000	53427.3   	175.000000	373.051   	175.000000	174.919   	175.000000	570.909   	175.000000	485.316   	175.000000	577.959   	
180.000000	55820     	180.000000	55279.1   	180.000000	56070.4   	180.000000	56215.5   	180.000000	56070.5   	180.000000	390.658   	180.000000	183.011   	180.000000	598.399   	180.000000	508.269   	180.000000	606.543   	
185.000000	58518.3   	185.000000	57933.2   	185.000000	58761.8   	185.000000	58917.2   	185.000000	58761.9   	185.000000	408.515   	185.000000	191.223   	185.000000	626.333   	185.000000	531.593   	185.000000	635.645   	
190.000000	61262.5   	190.000000	60633.8   	190.000000	61500.5   	190.000000	61666.5   	190.000000	61500.6   	190.000000	426.614   	190.000000	199.555   	190.000000	654.7     	190.000000	555.281   	190.000000	665.256   	
195.000000	64052     	195.000000	63379.9   	195.000000	64285.6   	195.000000	64462.7   	195.000000	64285.9   	195.000000	444.948   	195.000000	208.003   	195.000000	683.493   	195.000000	579.327   	195.000000	695.368   	
200.000000	66886     	200.000000	66170.8   	200.000000	67116.6   	200.000000	67304.9   	200.000000	67116.9   	200.000000	463.51    	200.000000	216.559   	200.000000	712.699   	200.000000	603.724   	200.000000	725.971   	
210.000000	72684.6   	210.000000	71884.2   	210.000000	72913.2   	210.000000	73124.5   	210.000000	72913.1   	210.000000	501.287   	210.000000	233.996   	210.000000	772.317   	210.000000	653.54    	210.000000	788.616   	
220.000000	78652.7   	220.000000	77768.2   	220.000000	78883.8   	220.000000	79119.4   	220.000000	78883.6   	220.000000	539.893   	220.000000	251.857   	220.000000	833.481   	220.000000	704.677   	220.000000	853.127   	
230.000000	84785.2   	230.000000	83817.1   	230.000000	85022.7   	230.000000	85284.1   	230.000000	85022.7   	230.000000	579.275   	230.000000	270.111   	230.000000	896.121   	230.000000	757.086   	230.000000	919.44    	
240.000000	91077.1   	240.000000	90025.8   	240.000000	91325     	240.000000	91613.2   	240.000000	91325.1   	240.000000	619.385   	240.000000	288.743   	240.000000	960.169   	240.000000	810.719   	240.000000	987.494   	
250.000000	97523.6   	250.000000	96389.2   	250.000000	97785.9   	250.000000	98101.6   	250.000000	97785.7   	250.000000	660.178   	250.000000	307.741   	250.000000	1025.56   	250.000000	865.529   	250.000000	1057.23   	
260.000000	104120    	260.000000	102903    	260.000000	104400    	260.000000	104744    	260.000000	104400    	260.000000	701.611   	260.000000	327.089   	260.000000	1092.24   	260.000000	921.474   	260.000000	1128.59   	
270.000000	110863    	270.000000	109561    	270.000000	111162    	270.000000	111537    	270.000000	111162    	270.000000	743.642   	270.000000	346.777   	270.000000	1160.15   	270.000000	978.511   	270.000000	1201.52   	
280.000000	117747    	280.000000	116361    	280.000000	118069    	280.000000	118474    	280.000000	118069    	280.000000	786.233   	280.000000	366.79    	280.000000	1229.23   	280.000000	1036.6    	280.000000	1275.98   	
290.000000	124769    	290.000000	123297    	290.000000	125115    	290.000000	125553    	290.000000	125115    	290.000000	829.347   	290.000000	387.12    	290.000000	1299.42   	290.000000	1095.7    	290.000000	1351.9    	
300.000000	131924    	300.000000	130367    	300.000000	132297    	300.000000	132768    	300.000000	132298    	300.000000	872.951   	300.000000	407.751   	300.000000	1370.69   	300.000000	1155.78   	300.000000	1429.24   	
